id,Météo,Moment de la journée,État de la route,Espace devant sur voie principale,Vitesse sur voie principale,Distance sur voie principale,Type de véhicule sur voie principale,Besoin du passager,Rôle du véhicule autonome,Type de véhicule suivant,État du véhicule,Distance jusqu'au point de fusion,Vitesse du véhicule
176959,Pluvieux,Nuit,Sec,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,50 km/h
177016,Pluvieux,Nuit,Sec,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,50 km/h
177335,Pluvieux,Nuit,Sec,Libre,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,80 km/h
177575,Pluvieux,Nuit,Sec,Libre,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
177820,Pluvieux,Nuit,Sec,Libre,60 km/h,50 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,10 mètres,30 km/h
177920,Pluvieux,Nuit,Sec,Libre,60 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,30 km/h
178034,Pluvieux,Nuit,Sec,Libre,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,30 km/h
178089,Pluvieux,Nuit,Sec,Libre,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,En approche,10 mètres,50 km/h
178445,Pluvieux,Nuit,Sec,Libre,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,80 km/h
178456,Pluvieux,Nuit,Sec,Libre,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,50 km/h
178471,Pluvieux,Nuit,Sec,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
178489,Pluvieux,Nuit,Sec,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,50 km/h
178627,Pluvieux,Nuit,Sec,Libre,60 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,30 km/h
179141,Pluvieux,Nuit,Sec,Libre,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
179319,Pluvieux,Nuit,Sec,Libre,60 km/h,150 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
179381,Pluvieux,Nuit,Sec,Libre,60 km/h,150 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
179390,Pluvieux,Nuit,Sec,Libre,60 km/h,150 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
180000,Pluvieux,Nuit,Sec,Libre,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
180087,Pluvieux,Nuit,Sec,Libre,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
180381,Pluvieux,Nuit,Sec,Libre,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
180467,Pluvieux,Nuit,Sec,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,30 km/h
180612,Pluvieux,Nuit,Sec,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,80 km/h
180895,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
180917,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,30 km/h
180954,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
181020,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
181141,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Camion,Aucun,À l'arrêt,0 mètre,0 km/h
181147,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,30 km/h
181286,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
181413,Pluvieux,Nuit,Sec,Libre,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,50 km/h
181479,Pluvieux,Nuit,Sec,Libre,100 km/h,200 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
181746,Pluvieux,Nuit,Sec,Libre,100 km/h,200 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
182038,Pluvieux,Nuit,Sec,Libre,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
182281,Pluvieux,Nuit,Sec,100 mètres,35 km/h,10 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
182557,Pluvieux,Nuit,Sec,100 mètres,35 km/h,10 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
182618,Pluvieux,Nuit,Sec,100 mètres,35 km/h,10 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,10 mètres,80 km/h
182725,Pluvieux,Nuit,Sec,100 mètres,35 km/h,10 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
182866,Pluvieux,Nuit,Sec,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,50 km/h
182996,Pluvieux,Nuit,Sec,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
183141,Pluvieux,Nuit,Sec,100 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
183278,Pluvieux,Nuit,Sec,100 mètres,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
183279,Pluvieux,Nuit,Sec,100 mètres,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
183445,Pluvieux,Nuit,Sec,100 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
183504,Pluvieux,Nuit,Sec,100 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
184138,Pluvieux,Nuit,Sec,100 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
184224,Pluvieux,Nuit,Sec,100 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
184857,Pluvieux,Nuit,Sec,100 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
185276,Pluvieux,Nuit,Sec,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
185416,Pluvieux,Nuit,Sec,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,50 km/h
185439,Pluvieux,Nuit,Sec,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
185676,Pluvieux,Nuit,Sec,100 mètres,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,50 km/h
185966,Pluvieux,Nuit,Sec,100 mètres,60 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
186174,Pluvieux,Nuit,Sec,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
186246,Pluvieux,Nuit,Sec,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
186267,Pluvieux,Nuit,Sec,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
186450,Pluvieux,Nuit,Sec,100 mètres,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
186516,Pluvieux,Nuit,Sec,100 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
186711,Pluvieux,Nuit,Sec,100 mètres,60 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
186773,Pluvieux,Nuit,Sec,100 mètres,60 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
186853,Pluvieux,Nuit,Sec,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,50 km/h
187150,Pluvieux,Nuit,Sec,100 mètres,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
187183,Pluvieux,Nuit,Sec,100 mètres,100 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,50 km/h
187407,Pluvieux,Nuit,Sec,100 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
187500,Pluvieux,Nuit,Sec,100 mètres,100 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
187672,Pluvieux,Nuit,Sec,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
187678,Pluvieux,Nuit,Sec,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
187945,Pluvieux,Nuit,Sec,100 mètres,100 km/h,150 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
187989,Pluvieux,Nuit,Sec,100 mètres,100 km/h,150 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,50 km/h
188157,Pluvieux,Nuit,Sec,100 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
188197,Pluvieux,Nuit,Sec,100 mètres,100 km/h,150 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,50 mètres,30 km/h
188436,Pluvieux,Nuit,Sec,100 mètres,100 km/h,150 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,50 km/h
188534,Pluvieux,Nuit,Sec,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,30 km/h
188861,Pluvieux,Nuit,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
188906,Pluvieux,Nuit,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
188951,Pluvieux,Nuit,Sec,100 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
189044,Pluvieux,Nuit,Sec,100 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
189240,Pluvieux,Nuit,Sec,100 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
189420,Pluvieux,Nuit,Sec,100 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
189706,Pluvieux,Nuit,Sec,50 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,50 km/h
189716,Pluvieux,Nuit,Sec,50 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
189741,Pluvieux,Nuit,Sec,50 mètres,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
190432,Pluvieux,Nuit,Sec,50 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
190468,Pluvieux,Nuit,Sec,50 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
190500,Pluvieux,Nuit,Sec,50 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
190596,Pluvieux,Nuit,Sec,50 mètres,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,50 km/h
190910,Pluvieux,Nuit,Sec,50 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,30 km/h
191205,Pluvieux,Nuit,Sec,50 mètres,35 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
191423,Pluvieux,Nuit,Sec,50 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
191547,Pluvieux,Nuit,Sec,50 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
191662,Pluvieux,Nuit,Sec,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
191675,Pluvieux,Nuit,Sec,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,80 km/h
192080,Pluvieux,Nuit,Sec,50 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
192363,Pluvieux,Nuit,Sec,50 mètres,60 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
192493,Pluvieux,Nuit,Sec,50 mètres,60 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,50 km/h
192505,Pluvieux,Nuit,Sec,50 mètres,60 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
192809,Pluvieux,Nuit,Sec,50 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,50 km/h
192819,Pluvieux,Nuit,Sec,50 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
192837,Pluvieux,Nuit,Sec,50 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
193233,Pluvieux,Nuit,Sec,50 mètres,60 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,50 km/h
193364,Pluvieux,Nuit,Sec,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
193484,Pluvieux,Nuit,Sec,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
193745,Pluvieux,Nuit,Sec,50 mètres,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,80 km/h
194003,Pluvieux,Nuit,Sec,50 mètres,60 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
194095,Pluvieux,Nuit,Sec,50 mètres,60 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,80 km/h
194260,Pluvieux,Nuit,Sec,50 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
194376,Pluvieux,Nuit,Sec,50 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,50 km/h
194706,Pluvieux,Nuit,Sec,50 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
194757,Pluvieux,Nuit,Sec,50 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
194929,Pluvieux,Nuit,Sec,50 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,50 km/h
195666,Pluvieux,Nuit,Sec,50 mètres,100 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,50 km/h
195670,Pluvieux,Nuit,Sec,50 mètres,100 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,30 km/h
195712,Pluvieux,Nuit,Sec,50 mètres,100 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
195783,Pluvieux,Nuit,Sec,50 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
196075,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,80 km/h
196210,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,30 km/h
196294,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
196362,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,80 km/h
196418,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
196436,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
196495,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
196684,Pluvieux,Nuit,Sec,50 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,30 km/h
196895,Pluvieux,Nuit,Sec,20 mètres,35 km/h,10 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,80 km/h
196916,Pluvieux,Nuit,Sec,20 mètres,35 km/h,10 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
197036,Pluvieux,Nuit,Sec,20 mètres,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
197389,Pluvieux,Nuit,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,50 km/h
197461,Pluvieux,Nuit,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
197639,Pluvieux,Nuit,Sec,20 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
197733,Pluvieux,Nuit,Sec,20 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,100 mètres,50 km/h
198056,Pluvieux,Nuit,Sec,20 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
198247,Pluvieux,Nuit,Sec,20 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,30 km/h
198591,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
198615,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,80 km/h
198674,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
198875,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,80 km/h
198886,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,50 km/h
199027,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
199028,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
199037,Pluvieux,Nuit,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
199314,Pluvieux,Nuit,Sec,20 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
199616,Pluvieux,Nuit,Sec,20 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
199820,Pluvieux,Nuit,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,30 km/h
199872,Pluvieux,Nuit,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,80 km/h
199882,Pluvieux,Nuit,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
200032,Pluvieux,Nuit,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
200100,Pluvieux,Nuit,Sec,20 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
200127,Pluvieux,Nuit,Sec,20 mètres,60 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
200395,Pluvieux,Nuit,Sec,20 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,80 km/h
200432,Pluvieux,Nuit,Sec,20 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,100 mètres,80 km/h
200850,Pluvieux,Nuit,Sec,20 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
200937,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
201131,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,À l'arrêt,0 mètre,0 km/h
201215,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,80 km/h
201538,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
201563,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
201673,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,50 km/h
201687,Pluvieux,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
201831,Pluvieux,Nuit,Sec,20 mètres,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
201932,Pluvieux,Nuit,Sec,20 mètres,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,80 km/h
201983,Pluvieux,Nuit,Sec,20 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
202056,Pluvieux,Nuit,Sec,20 mètres,100 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,50 km/h
202210,Pluvieux,Nuit,Sec,20 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,30 km/h
202470,Pluvieux,Nuit,Sec,20 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
202609,Pluvieux,Nuit,Sec,20 mètres,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,50 km/h
202746,Pluvieux,Nuit,Sec,20 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,50 km/h
