id,天气,时间,路况,主车道前方空隙,主车道车速,主车道车距,主车道车辆类型,乘客需求,本车角色,后车类型,本车状态,本车距合流点距离,本车速度
175660,雨天,夜晚,干燥,畅通,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,接近中,10米,30公里/小时
176157,雨天,夜晚,干燥,畅通,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,30公里/小时
176209,雨天,夜晚,干燥,畅通,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,50公里/小时
176238,雨天,夜晚,干燥,畅通,35公里/小时,50米,卡车,无特别需求,普通轿车,普通轿车,接近中,10米,80公里/小时
176303,雨天,夜晚,干燥,畅通,35公里/小时,50米,卡车,无特别需求,卡车,应急车辆,接近中,100米,50公里/小时
176499,雨天,夜晚,干燥,畅通,35公里/小时,50米,应急车辆,无特别需求,普通轿车,无,接近中,10米,50公里/小时
176714,雨天,夜晚,干燥,畅通,35公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,100米,30公里/小时
176897,雨天,夜晚,干燥,畅通,35公里/小时,100米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
176939,雨天,夜晚,干燥,畅通,35公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,接近中,10米,50公里/小时
176959,雨天,夜晚,干燥,畅通,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,50公里/小时
177016,雨天,夜晚,干燥,畅通,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,50公里/小时
177335,雨天,夜晚,干燥,畅通,35公里/小时,100米,应急车辆,无特别需求,应急车辆,无,接近中,50米,80公里/小时
177575,雨天,夜晚,干燥,畅通,60公里/小时,50米,普通轿车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
177820,雨天,夜晚,干燥,畅通,60公里/小时,50米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,10米,30公里/小时
177920,雨天,夜晚,干燥,畅通,60公里/小时,50米,卡车,无特别需求,卡车,普通轿车,接近中,10米,30公里/小时
178034,雨天,夜晚,干燥,畅通,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,30公里/小时
178089,雨天,夜晚,干燥,畅通,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,接近中,10米,50公里/小时
178445,雨天,夜晚,干燥,畅通,60公里/小时,100米,普通轿车,无特别需求,卡车,无,接近中,50米,80公里/小时
178456,雨天,夜晚,干燥,畅通,60公里/小时,100米,普通轿车,无特别需求,卡车,普通轿车,接近中,50米,50公里/小时
178471,雨天,夜晚,干燥,畅通,60公里/小时,100米,卡车,紧急（送医）,普通轿车,无,静止,0米,0公里/小时
178489,雨天,夜晚,干燥,畅通,60公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,10米,50公里/小时
178627,雨天,夜晚,干燥,畅通,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,30公里/小时
179141,雨天,夜晚,干燥,畅通,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,静止,0米,0公里/小时
179319,雨天,夜晚,干燥,畅通,60公里/小时,150米,卡车,紧急（送医）,应急车辆,无,接近中,10米,50公里/小时
179381,雨天,夜晚,干燥,畅通,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,静止,0米,0公里/小时
179390,雨天,夜晚,干燥,畅通,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
180000,雨天,夜晚,干燥,畅通,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,10米,30公里/小时
180087,雨天,夜晚,干燥,畅通,100公里/小时,100米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,30公里/小时
180381,雨天,夜晚,干燥,畅通,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
180467,雨天,夜晚,干燥,畅通,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,30公里/小时
180612,雨天,夜晚,干燥,畅通,100公里/小时,100米,应急车辆,无特别需求,卡车,普通轿车,接近中,100米,80公里/小时
180895,雨天,夜晚,干燥,畅通,100公里/小时,150米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
180917,雨天,夜晚,干燥,畅通,100公里/小时,150米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,50米,30公里/小时
180954,雨天,夜晚,干燥,畅通,100公里/小时,150米,卡车,紧急（送医）,应急车辆,应急车辆,接近中,100米,30公里/小时
181020,雨天,夜晚,干燥,畅通,100公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,30公里/小时
181141,雨天,夜晚,干燥,畅通,100公里/小时,150米,卡车,无特别需求,卡车,无,静止,0米,0公里/小时
181147,雨天,夜晚,干燥,畅通,100公里/小时,150米,卡车,无特别需求,卡车,无,接近中,50米,30公里/小时
181286,雨天,夜晚,干燥,畅通,100公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,50公里/小时
181413,雨天,夜晚,干燥,畅通,100公里/小时,150米,应急车辆,无特别需求,卡车,无,接近中,100米,50公里/小时
181479,雨天,夜晚,干燥,畅通,100公里/小时,200米,普通轿车,紧急（送医）,应急车辆,无,接近中,10米,50公里/小时
181746,雨天,夜晚,干燥,畅通,100公里/小时,200米,卡车,紧急（送医）,应急车辆,无,接近中,50米,50公里/小时
182038,雨天,夜晚,干燥,畅通,100公里/小时,200米,应急车辆,紧急（送医）,应急车辆,应急车辆,接近中,10米,80公里/小时
182281,雨天,夜晚,干燥,100米,35公里/小时,10米,普通轿车,紧急（送医）,应急车辆,无,静止,0米,0公里/小时
182557,雨天,夜晚,干燥,100米,35公里/小时,10米,卡车,紧急（送医）,应急车辆,无,接近中,50米,30公里/小时
182618,雨天,夜晚,干燥,100米,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,80公里/小时
182725,雨天,夜晚,干燥,100米,35公里/小时,10米,卡车,无特别需求,普通轿车,应急车辆,接近中,50米,80公里/小时
182866,雨天,夜晚,干燥,100米,35公里/小时,10米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,50米,50公里/小时
182996,雨天,夜晚,干燥,100米,35公里/小时,10米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,50米,50公里/小时
183141,雨天,夜晚,干燥,100米,35公里/小时,50米,普通轿车,紧急（送医）,卡车,应急车辆,静止,0米,0公里/小时
183278,雨天,夜晚,干燥,100米,35公里/小时,50米,普通轿车,无特别需求,应急车辆,无,接近中,10米,80公里/小时
183279,雨天,夜晚,干燥,100米,35公里/小时,50米,普通轿车,无特别需求,应急车辆,无,接近中,10米,50公里/小时
183445,雨天,夜晚,干燥,100米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,80公里/小时
183504,雨天,夜晚,干燥,100米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,30公里/小时
184138,雨天,夜晚,干燥,100米,35公里/小时,100米,普通轿车,无特别需求,卡车,应急车辆,接近中,10米,80公里/小时
184224,雨天,夜晚,干燥,100米,35公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,接近中,100米,30公里/小时
184857,雨天,夜晚,干燥,100米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,30公里/小时
185276,雨天,夜晚,干燥,100米,60公里/小时,50米,应急车辆,紧急（送医）,应急车辆,应急车辆,接近中,50米,50公里/小时
185416,雨天,夜晚,干燥,100米,60公里/小时,50米,应急车辆,无特别需求,普通轿车,普通轿车,接近中,50米,50公里/小时
185439,雨天,夜晚,干燥,100米,60公里/小时,50米,应急车辆,无特别需求,应急车辆,无,接近中,10米,50公里/小时
185676,雨天,夜晚,干燥,100米,60公里/小时,100米,普通轿车,无特别需求,普通轿车,无,接近中,50米,50公里/小时
185966,雨天,夜晚,干燥,100米,60公里/小时,100米,卡车,无特别需求,普通轿车,应急车辆,接近中,50米,50公里/小时
186174,雨天,夜晚,干燥,100米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,30公里/小时
186246,雨天,夜晚,干燥,100米,60公里/小时,100米,应急车辆,无特别需求,应急车辆,无,接近中,50米,50公里/小时
186267,雨天,夜晚,干燥,100米,60公里/小时,100米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
186450,雨天,夜晚,干燥,100米,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,30公里/小时
186516,雨天,夜晚,干燥,100米,60公里/小时,150米,普通轿车,无特别需求,应急车辆,无,接近中,50米,50公里/小时
186711,雨天,夜晚,干燥,100米,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,静止,0米,0公里/小时
186773,雨天,夜晚,干燥,100米,60公里/小时,150米,卡车,无特别需求,普通轿车,应急车辆,接近中,100米,50公里/小时
186853,雨天,夜晚,干燥,100米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,100米,50公里/小时
187150,雨天,夜晚,干燥,100米,100公里/小时,100米,普通轿车,紧急（送医）,应急车辆,无,接近中,10米,30公里/小时
187183,雨天,夜晚,干燥,100米,100公里/小时,100米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
187407,雨天,夜晚,干燥,100米,100公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,30公里/小时
187500,雨天,夜晚,干燥,100米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,30公里/小时
187672,雨天,夜晚,干燥,100米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
187678,雨天,夜晚,干燥,100米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,10米,80公里/小时
187945,雨天,夜晚,干燥,100米,100公里/小时,150米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,50米,80公里/小时
187989,雨天,夜晚,干燥,100米,100公里/小时,150米,普通轿车,紧急（送医）,卡车,无,接近中,10米,50公里/小时
188157,雨天,夜晚,干燥,100米,100公里/小时,150米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
188197,雨天,夜晚,干燥,100米,100公里/小时,150米,卡车,紧急（送医）,普通轿车,无,接近中,50米,30公里/小时
188436,雨天,夜晚,干燥,100米,100公里/小时,150米,卡车,无特别需求,卡车,无,接近中,50米,50公里/小时
188534,雨天,夜晚,干燥,100米,100公里/小时,150米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,30公里/小时
188861,雨天,夜晚,干燥,100米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,静止,0米,0公里/小时
188906,雨天,夜晚,干燥,100米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,50公里/小时
188951,雨天,夜晚,干燥,100米,100公里/小时,200米,普通轿车,无特别需求,应急车辆,普通轿车,静止,0米,0公里/小时
189044,雨天,夜晚,干燥,100米,100公里/小时,200米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,100米,30公里/小时
189240,雨天,夜晚,干燥,100米,100公里/小时,200米,卡车,无特别需求,应急车辆,应急车辆,接近中,10米,30公里/小时
189420,雨天,夜晚,干燥,100米,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,30公里/小时
189706,雨天,夜晚,干燥,50米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,50公里/小时
189716,雨天,夜晚,干燥,50米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,50公里/小时
189741,雨天,夜晚,干燥,50米,35公里/小时,10米,普通轿车,无特别需求,普通轿车,应急车辆,静止,0米,0公里/小时
190432,雨天,夜晚,干燥,50米,35公里/小时,50米,普通轿车,紧急（送医）,卡车,应急车辆,接近中,100米,80公里/小时
190468,雨天,夜晚,干燥,50米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,80公里/小时
190500,雨天,夜晚,干燥,50米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,30公里/小时
190596,雨天,夜晚,干燥,50米,35公里/小时,50米,普通轿车,无特别需求,卡车,无,接近中,50米,50公里/小时
190910,雨天,夜晚,干燥,50米,35公里/小时,50米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,10米,30公里/小时
191205,雨天,夜晚,干燥,50米,35公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,50米,80公里/小时
191423,雨天,夜晚,干燥,50米,35公里/小时,100米,普通轿车,无特别需求,卡车,应急车辆,接近中,100米,50公里/小时
191547,雨天,夜晚,干燥,50米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,30公里/小时
191662,雨天,夜晚,干燥,50米,35公里/小时,100米,卡车,无特别需求,应急车辆,应急车辆,接近中,100米,80公里/小时
191675,雨天,夜晚,干燥,50米,35公里/小时,100米,卡车,无特别需求,卡车,无,接近中,50米,80公里/小时
192080,雨天,夜晚,干燥,50米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
192363,雨天,夜晚,干燥,50米,60公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,50公里/小时
192493,雨天,夜晚,干燥,50米,60公里/小时,50米,卡车,无特别需求,卡车,普通轿车,接近中,100米,50公里/小时
192505,雨天,夜晚,干燥,50米,60公里/小时,50米,卡车,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
192809,雨天,夜晚,干燥,50米,60公里/小时,100米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,10米,50公里/小时
192819,雨天,夜晚,干燥,50米,60公里/小时,100米,普通轿车,紧急（送医）,应急车辆,无,接近中,10米,50公里/小时
192837,雨天,夜晚,干燥,50米,60公里/小时,100米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,50米,30公里/小时
193233,雨天,夜晚,干燥,50米,60公里/小时,100米,卡车,无特别需求,普通轿车,无,接近中,100米,50公里/小时
193364,雨天,夜晚,干燥,50米,60公里/小时,100米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,100米,30公里/小时
193484,雨天,夜晚,干燥,50米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,30公里/小时
193745,雨天,夜晚,干燥,50米,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,80公里/小时
194003,雨天,夜晚,干燥,50米,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,50公里/小时
194095,雨天,夜晚,干燥,50米,60公里/小时,150米,卡车,无特别需求,应急车辆,应急车辆,接近中,50米,80公里/小时
194260,雨天,夜晚,干燥,50米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,10米,30公里/小时
194376,雨天,夜晚,干燥,50米,60公里/小时,150米,应急车辆,无特别需求,卡车,无,接近中,50米,50公里/小时
194706,雨天,夜晚,干燥,50米,100公里/小时,100米,卡车,紧急（送医）,应急车辆,无,接近中,50米,50公里/小时
194757,雨天,夜晚,干燥,50米,100公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,30公里/小时
194929,雨天,夜晚,干燥,50米,100公里/小时,100米,卡车,无特别需求,卡车,普通轿车,接近中,10米,50公里/小时
195666,雨天,夜晚,干燥,50米,100公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,50米,50公里/小时
195670,雨天,夜晚,干燥,50米,100公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,10米,30公里/小时
195712,雨天,夜晚,干燥,50米,100公里/小时,150米,卡车,无特别需求,应急车辆,应急车辆,接近中,100米,80公里/小时
195783,雨天,夜晚,干燥,50米,100公里/小时,150米,应急车辆,紧急（送医）,应急车辆,无,接近中,100米,50公里/小时
196075,雨天,夜晚,干燥,50米,100公里/小时,200米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,50米,80公里/小时
196210,雨天,夜晚,干燥,50米,100公里/小时,200米,普通轿车,无特别需求,普通轿车,无,接近中,10米,30公里/小时
196294,雨天,夜晚,干燥,50米,100公里/小时,200米,卡车,紧急（送医）,普通轿车,无,接近中,100米,30公里/小时
196362,雨天,夜晚,干燥,50米,100公里/小时,200米,卡车,紧急（送医）,卡车,普通轿车,接近中,100米,80公里/小时
196418,雨天,夜晚,干燥,50米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,10米,80公里/小时
196436,雨天,夜晚,干燥,50米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,50公里/小时
196495,雨天,夜晚,干燥,50米,100公里/小时,200米,卡车,无特别需求,普通轿车,应急车辆,接近中,50米,80公里/小时
196684,雨天,夜晚,干燥,50米,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,30公里/小时
196895,雨天,夜晚,干燥,20米,35公里/小时,10米,普通轿车,紧急（送医）,卡车,无,接近中,50米,80公里/小时
196916,雨天,夜晚,干燥,20米,35公里/小时,10米,普通轿车,紧急（送医）,卡车,应急车辆,接近中,50米,50公里/小时
197036,雨天,夜晚,干燥,20米,35公里/小时,10米,普通轿车,无特别需求,普通轿车,应急车辆,接近中,50米,50公里/小时
197389,雨天,夜晚,干燥,20米,35公里/小时,10米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,10米,50公里/小时
197461,雨天,夜晚,干燥,20米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,静止,0米,0公里/小时
197639,雨天,夜晚,干燥,20米,35公里/小时,10米,应急车辆,无特别需求,卡车,应急车辆,接近中,10米,50公里/小时
197733,雨天,夜晚,干燥,20米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,50公里/小时
198056,雨天,夜晚,干燥,20米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,50公里/小时
198247,雨天,夜晚,干燥,20米,35公里/小时,50米,应急车辆,紧急（送医）,卡车,无,接近中,50米,30公里/小时
198591,雨天,夜晚,干燥,20米,35公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,静止,0米,0公里/小时
198615,雨天,夜晚,干燥,20米,35公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,80公里/小时
198674,雨天,夜晚,干燥,20米,35公里/小时,100米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,100米,30公里/小时
198875,雨天,夜晚,干燥,20米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,80公里/小时
198886,雨天,夜晚,干燥,20米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,50公里/小时
199027,雨天,夜晚,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,应急车辆,无,接近中,50米,30公里/小时
199028,雨天,夜晚,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,应急车辆,无,接近中,10米,80公里/小时
199037,雨天,夜晚,干燥,20米,35公里/小时,100米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
199314,雨天,夜晚,干燥,20米,60公里/小时,50米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,100米,30公里/小时
199616,雨天,夜晚,干燥,20米,60公里/小时,50米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,50公里/小时
199820,雨天,夜晚,干燥,20米,60公里/小时,50米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,10米,30公里/小时
199872,雨天,夜晚,干燥,20米,60公里/小时,50米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,80公里/小时
199882,雨天,夜晚,干燥,20米,60公里/小时,50米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,100米,80公里/小时
200032,雨天,夜晚,干燥,20米,60公里/小时,50米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,100米,80公里/小时
200100,雨天,夜晚,干燥,20米,60公里/小时,100米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,10米,30公里/小时
200127,雨天,夜晚,干燥,20米,60公里/小时,100米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,50米,30公里/小时
200395,雨天,夜晚,干燥,20米,60公里/小时,100米,卡车,紧急（送医）,应急车辆,应急车辆,接近中,50米,80公里/小时
200432,雨天,夜晚,干燥,20米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,80公里/小时
200850,雨天,夜晚,干燥,20米,60公里/小时,100米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,10米,30公里/小时
200937,雨天,夜晚,干燥,20米,60公里/小时,150米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,50米,30公里/小时
201131,雨天,夜晚,干燥,20米,60公里/小时,150米,普通轿车,无特别需求,卡车,普通轿车,静止,0米,0公里/小时
201215,雨天,夜晚,干燥,20米,60公里/小时,150米,卡车,紧急（送医）,卡车,无,接近中,50米,80公里/小时
201538,雨天,夜晚,干燥,20米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,80公里/小时
201563,雨天,夜晚,干燥,20米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,50公里/小时
201673,雨天,夜晚,干燥,20米,60公里/小时,150米,应急车辆,无特别需求,卡车,普通轿车,接近中,100米,50公里/小时
201687,雨天,夜晚,干燥,20米,60公里/小时,150米,应急车辆,无特别需求,卡车,应急车辆,接近中,50米,30公里/小时
201831,雨天,夜晚,干燥,20米,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,静止,0米,0公里/小时
201932,雨天,夜晚,干燥,20米,100公里/小时,100米,普通轿车,无特别需求,卡车,无,接近中,100米,80公里/小时
201983,雨天,夜晚,干燥,20米,100公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,100米,50公里/小时
202056,雨天,夜晚,干燥,20米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,50公里/小时
202210,雨天,夜晚,干燥,20米,100公里/小时,100米,卡车,无特别需求,卡车,无,接近中,10米,30公里/小时
202470,雨天,夜晚,干燥,20米,100公里/小时,100米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,10米,30公里/小时
202609,雨天,夜晚,干燥,20米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,50公里/小时
202746,雨天,夜晚,干燥,20米,100公里/小时,150米,普通轿车,无特别需求,卡车,无,接近中,50米,50公里/小时
203179,雨天,夜晚,干燥,20米,100公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,10米,50公里/小时
203277,雨天,夜晚,干燥,20米,100公里/小时,150米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
203293,雨天,夜晚,干燥,20米,100公里/小时,150米,应急车辆,无特别需求,卡车,普通轿车,接近中,100米,50公里/小时
203444,雨天,夜晚,干燥,20米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,100米,30公里/小时
203658,雨天,夜晚,干燥,20米,100公里/小时,200米,卡车,紧急（送医）,卡车,普通轿车,接近中,10米,80公里/小时
203735,雨天,夜晚,干燥,20米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,80公里/小时
203866,雨天,夜晚,干燥,20米,100公里/小时,200米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
204066,雨天,夜晚,干燥,20米,100公里/小时,200米,应急车辆,无特别需求,应急车辆,无,接近中,50米,50公里/小时
204088,雨天,夜晚,干燥,20米,100公里/小时,200米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,10米,80公里/小时
204129,雨天,夜晚,湿滑,畅通,35公里/小时,10米,普通轿车,紧急（送医）,普通轿车,无,接近中,10米,50公里/小时
204512,雨天,夜晚,湿滑,畅通,35公里/小时,10米,卡车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,80公里/小时
204663,雨天,夜晚,湿滑,畅通,35公里/小时,10米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,50公里/小时
204951,雨天,夜晚,湿滑,畅通,35公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
205198,雨天,夜晚,湿滑,畅通,35公里/小时,50米,普通轿车,无特别需求,卡车,应急车辆,接近中,10米,80公里/小时
205284,雨天,夜晚,湿滑,畅通,35公里/小时,50米,卡车,紧急（送医）,卡车,应急车辆,接近中,100米,30公里/小时
205290,雨天,夜晚,湿滑,畅通,35公里/小时,50米,卡车,紧急（送医）,卡车,应急车辆,接近中,10米,30公里/小时
205621,雨天,夜晚,湿滑,畅通,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,静止,0米,0公里/小时
205658,雨天,夜晚,湿滑,畅通,35公里/小时,50米,应急车辆,无特别需求,普通轿车,无,接近中,10米,80公里/小时
205716,雨天,夜晚,湿滑,畅通,35公里/小时,50米,应急车辆,无特别需求,卡车,无,接近中,50米,50公里/小时
206057,雨天,夜晚,湿滑,畅通,35公里/小时,100米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
206172,雨天,夜晚,湿滑,畅通,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,80公里/小时
206215,雨天,夜晚,湿滑,畅通,35公里/小时,100米,卡车,无特别需求,普通轿车,应急车辆,接近中,50米,80公里/小时
206320,雨天,夜晚,湿滑,畅通,35公里/小时,100米,应急车辆,紧急（送医）,应急车辆,无,接近中,10米,30公里/小时
206393,雨天,夜晚,湿滑,畅通,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,100米,50公里/小时
206545,雨天,夜晚,湿滑,畅通,35公里/小时,100米,应急车辆,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
206744,雨天,夜晚,湿滑,畅通,60公里/小时,50米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,100米,30公里/小时
207370,雨天,夜晚,湿滑,畅通,60公里/小时,100米,普通轿车,紧急（送医）,普通轿车,无,接近中,10米,30公里/小时
207401,雨天,夜晚,湿滑,畅通,60公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,静止,0米,0公里/小时
207721,雨天,夜晚,湿滑,畅通,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,静止,0米,0公里/小时
208123,雨天,夜晚,湿滑,畅通,60公里/小时,100米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,100米,50公里/小时
