id,weather,time,road_condition,mainstream_front_space,mainstream_vehicle_speed,mainstream_gap,mainstream_vehicle_type,occupant_requirement,ego_role,following_vehicle,ego_state,ego_distance,ego_velocity
148860,rainy,day,wet,free,60km/h,50m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,30km/h
149184,rainy,day,wet,free,60km/h,100m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,30km/h
149196,rainy,day,wet,free,60km/h,100m,normal car,hurry (commute or flight),truck,none,approaching,50m,50km/h
149335,rainy,day,wet,free,60km/h,100m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,80km/h
149537,rainy,day,wet,free,60km/h,100m,truck,none,emergency vehicle,normal car,approaching,50m,30km/h
149556,rainy,day,wet,free,60km/h,100m,truck,none,truck,none,approaching,50m,50km/h
149685,rainy,day,wet,free,60km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,80km/h
149832,rainy,day,wet,free,60km/h,100m,emergency vehicle,none,truck,normal car,approaching,100m,80km/h
149974,rainy,day,wet,free,60km/h,150m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,100m,30km/h
150097,rainy,day,wet,free,60km/h,150m,normal car,none,truck,none,approaching,50m,30km/h
150447,rainy,day,wet,free,60km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,30km/h
150479,rainy,day,wet,free,60km/h,150m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,50km/h
150487,rainy,day,wet,free,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,30km/h
150706,rainy,day,wet,free,100km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,50km/h
150731,rainy,day,wet,free,100km/h,100m,normal car,urgent (to hospital),truck,normal car,stopping,0m,0km/h
151112,rainy,day,wet,free,100km/h,100m,truck,none,normal car,none,approaching,100m,80km/h
151222,rainy,day,wet,free,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
151464,rainy,day,wet,free,100km/h,100m,emergency vehicle,none,truck,emergency vehicle,approaching,100m,30km/h
151488,rainy,day,wet,free,100km/h,150m,normal car,urgent (to hospital),normal car,normal car,approaching,10m,80km/h
151655,rainy,day,wet,free,100km/h,150m,normal car,none,normal car,none,approaching,50m,80km/h
151812,rainy,day,wet,free,100km/h,150m,truck,urgent (to hospital),truck,normal car,approaching,100m,80km/h
151962,rainy,day,wet,free,100km/h,150m,truck,none,emergency vehicle,normal car,approaching,100m,80km/h
152026,rainy,day,wet,free,100km/h,150m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
152968,rainy,day,wet,free,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,80km/h
153736,rainy,day,wet,100m,35km/h,10m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,50km/h
153740,rainy,day,wet,100m,35km/h,10m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
153760,rainy,day,wet,100m,35km/h,10m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,10m,30km/h
153843,rainy,day,wet,100m,35km/h,10m,emergency vehicle,none,emergency vehicle,none,approaching,100m,50km/h
154074,rainy,day,wet,100m,35km/h,50m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,100m,30km/h
154310,rainy,day,wet,100m,35km/h,50m,truck,hurry (commute or flight),emergency vehicle,normal car,approaching,10m,30km/h
154318,rainy,day,wet,100m,35km/h,50m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,80km/h
154414,rainy,day,wet,100m,35km/h,50m,truck,none,truck,none,approaching,100m,30km/h
154834,rainy,day,wet,100m,35km/h,100m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,100m,30km/h
155084,rainy,day,wet,100m,35km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,100m,30km/h
155142,rainy,day,wet,100m,35km/h,100m,truck,hurry (commute or flight),truck,normal car,approaching,100m,80km/h
155459,rainy,day,wet,100m,35km/h,100m,emergency vehicle,none,normal car,emergency vehicle,approaching,10m,50km/h
155470,rainy,day,wet,100m,35km/h,100m,emergency vehicle,none,emergency vehicle,none,approaching,10m,30km/h
155689,rainy,day,wet,100m,60km/h,50m,normal car,hurry (commute or flight),truck,normal car,approaching,10m,50km/h
155732,rainy,day,wet,100m,60km/h,50m,normal car,none,emergency vehicle,none,approaching,100m,80km/h
155742,rainy,day,wet,100m,60km/h,50m,normal car,none,emergency vehicle,normal car,approaching,100m,80km/h
155774,rainy,day,wet,100m,60km/h,50m,normal car,none,truck,normal car,approaching,100m,30km/h
155811,rainy,day,wet,100m,60km/h,50m,truck,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
155976,rainy,day,wet,100m,60km/h,50m,truck,none,normal car,none,approaching,50m,50km/h
156059,rainy,day,wet,100m,60km/h,50m,truck,none,truck,emergency vehicle,approaching,10m,50km/h
156358,rainy,day,wet,100m,60km/h,100m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,10m,80km/h
156740,rainy,day,wet,100m,60km/h,100m,truck,hurry (commute or flight),emergency vehicle,normal car,approaching,10m,30km/h
156862,rainy,day,wet,100m,60km/h,100m,truck,none,truck,emergency vehicle,approaching,100m,80km/h
157016,rainy,day,wet,100m,60km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,50km/h
157211,rainy,day,wet,100m,60km/h,150m,normal car,urgent (to hospital),truck,normal car,stopping,0m,0km/h
157702,rainy,day,wet,100m,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
157902,rainy,day,wet,100m,60km/h,150m,emergency vehicle,none,emergency vehicle,normal car,approaching,100m,80km/h
157931,rainy,day,wet,100m,60km/h,150m,emergency vehicle,none,truck,normal car,stopping,0m,0km/h
158023,rainy,day,wet,100m,100km/h,100m,normal car,urgent (to hospital),truck,normal car,approaching,100m,50km/h
158093,rainy,day,wet,100m,100km/h,100m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,50km/h
158445,rainy,day,wet,100m,100km/h,100m,truck,none,emergency vehicle,normal car,approaching,50m,80km/h
158494,rainy,day,wet,100m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,30km/h
158585,rainy,day,wet,100m,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,80km/h
159138,rainy,day,wet,100m,100km/h,150m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,80km/h
159151,rainy,day,wet,100m,100km/h,150m,truck,hurry (commute or flight),emergency vehicle,none,stopping,0m,0km/h
159158,rainy,day,wet,100m,100km/h,150m,truck,hurry (commute or flight),emergency vehicle,none,approaching,10m,80km/h
159670,rainy,day,wet,100m,100km/h,200m,normal car,hurry (commute or flight),normal car,none,approaching,10m,30km/h
159689,rainy,day,wet,100m,100km/h,200m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,50km/h
159768,rainy,day,wet,100m,100km/h,200m,normal car,none,normal car,normal car,approaching,10m,80km/h
159854,rainy,day,wet,100m,100km/h,200m,truck,urgent (to hospital),normal car,normal car,approaching,100m,30km/h
160547,rainy,day,wet,50m,35km/h,10m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,30km/h
160797,rainy,day,wet,50m,35km/h,10m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,30km/h
161503,rainy,day,wet,50m,35km/h,50m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,50km/h
161715,rainy,day,wet,50m,35km/h,50m,truck,none,truck,normal car,approaching,50m,80km/h
162313,rainy,day,wet,50m,35km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,50km/h
162470,rainy,day,wet,50m,35km/h,100m,truck,none,normal car,normal car,approaching,10m,30km/h
162511,rainy,day,wet,50m,35km/h,100m,truck,none,truck,none,stopping,0m,0km/h
162562,rainy,day,wet,50m,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
162566,rainy,day,wet,50m,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
162704,rainy,day,wet,50m,35km/h,100m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
162732,rainy,day,wet,50m,35km/h,100m,emergency vehicle,none,normal car,normal car,approaching,100m,80km/h
162759,rainy,day,wet,50m,35km/h,100m,emergency vehicle,none,emergency vehicle,none,approaching,10m,50km/h
162856,rainy,day,wet,50m,60km/h,50m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,50km/h
162907,rainy,day,wet,50m,60km/h,50m,normal car,hurry (commute or flight),normal car,none,approaching,50m,30km/h
163160,rainy,day,wet,50m,60km/h,50m,truck,urgent (to hospital),truck,normal car,approaching,10m,30km/h
163242,rainy,day,wet,50m,60km/h,50m,truck,hurry (commute or flight),truck,normal car,approaching,100m,80km/h
163415,rainy,day,wet,50m,60km/h,50m,emergency vehicle,urgent (to hospital),truck,none,approaching,50m,80km/h
163448,rainy,day,wet,50m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,10m,80km/h
163455,rainy,day,wet,50m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,80km/h
163723,rainy,day,wet,50m,60km/h,100m,normal car,hurry (commute or flight),normal car,normal car,approaching,100m,50km/h
163842,rainy,day,wet,50m,60km/h,100m,normal car,none,emergency vehicle,normal car,approaching,100m,80km/h
163869,rainy,day,wet,50m,60km/h,100m,normal car,none,truck,none,approaching,10m,50km/h
164163,rainy,day,wet,50m,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,50km/h
164182,rainy,day,wet,50m,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
164344,rainy,day,wet,50m,60km/h,100m,emergency vehicle,none,normal car,none,approaching,100m,30km/h
164449,rainy,day,wet,50m,60km/h,150m,normal car,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
164470,rainy,day,wet,50m,60km/h,150m,normal car,urgent (to hospital),emergency vehicle,none,approaching,10m,30km/h
164820,rainy,day,wet,50m,60km/h,150m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,30km/h
165410,rainy,day,wet,50m,100km/h,100m,normal car,hurry (commute or flight),truck,normal car,approaching,10m,30km/h
165496,rainy,day,wet,50m,100km/h,100m,normal car,none,truck,normal car,approaching,50m,50km/h
165500,rainy,day,wet,50m,100km/h,100m,normal car,none,truck,normal car,approaching,10m,30km/h
165511,rainy,day,wet,50m,100km/h,100m,truck,urgent (to hospital),normal car,none,stopping,0m,0km/h
165853,rainy,day,wet,50m,100km/h,100m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,50km/h
165955,rainy,day,wet,50m,100km/h,100m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,50m,80km/h
165990,rainy,day,wet,50m,100km/h,100m,emergency vehicle,none,normal car,emergency vehicle,approaching,10m,30km/h
166279,rainy,day,wet,50m,100km/h,150m,normal car,none,emergency vehicle,normal car,approaching,10m,50km/h
166634,rainy,day,wet,50m,100km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
166705,rainy,day,wet,50m,100km/h,150m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,80km/h
167025,rainy,day,wet,50m,100km/h,200m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,80km/h
167380,rainy,day,wet,50m,100km/h,200m,truck,none,truck,none,approaching,10m,30km/h
167412,rainy,day,wet,50m,100km/h,200m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,80km/h
167536,rainy,day,wet,50m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,50km/h
167546,rainy,day,wet,50m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,50km/h
167828,rainy,day,wet,20m,35km/h,10m,normal car,hurry (commute or flight),truck,none,approaching,10m,80km/h
168019,rainy,day,wet,20m,35km/h,10m,truck,urgent (to hospital),truck,normal car,approaching,10m,50km/h
168100,rainy,day,wet,20m,35km/h,10m,truck,hurry (commute or flight),truck,none,approaching,10m,30km/h
168417,rainy,day,wet,20m,35km/h,10m,emergency vehicle,none,normal car,emergency vehicle,approaching,50m,30km/h
168525,rainy,day,wet,20m,35km/h,50m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,80km/h
168612,rainy,day,wet,20m,35km/h,50m,normal car,hurry (commute or flight),emergency vehicle,normal car,approaching,100m,80km/h
168828,rainy,day,wet,20m,35km/h,50m,truck,urgent (to hospital),truck,normal car,approaching,10m,80km/h
169033,rainy,day,wet,20m,35km/h,50m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,50km/h
169080,rainy,day,wet,20m,35km/h,50m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,30km/h
169309,rainy,day,wet,20m,35km/h,100m,normal car,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
169352,rainy,day,wet,20m,35km/h,100m,normal car,urgent (to hospital),truck,none,approaching,100m,80km/h
169368,rainy,day,wet,20m,35km/h,100m,normal car,urgent (to hospital),truck,normal car,approaching,10m,80km/h
169608,rainy,day,wet,20m,35km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,10m,80km/h
169972,rainy,day,wet,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,80km/h
170268,rainy,day,wet,20m,60km/h,50m,normal car,hurry (commute or flight),truck,normal car,approaching,10m,80km/h
170426,rainy,day,wet,20m,60km/h,50m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,50km/h
170642,rainy,day,wet,20m,60km/h,50m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,80km/h
170699,rainy,day,wet,20m,60km/h,50m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,50km/h
170742,rainy,day,wet,20m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,100m,80km/h
171538,rainy,day,wet,20m,60km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,80km/h
171732,rainy,day,wet,20m,60km/h,150m,normal car,urgent (to hospital),normal car,normal car,approaching,100m,80km/h
171789,rainy,day,wet,20m,60km/h,150m,normal car,urgent (to hospital),truck,none,approaching,10m,50km/h
171913,rainy,day,wet,20m,60km/h,150m,normal car,none,normal car,normal car,approaching,100m,50km/h
171914,rainy,day,wet,20m,60km/h,150m,normal car,none,normal car,normal car,approaching,100m,30km/h
172356,rainy,day,wet,20m,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,50km/h
172369,rainy,day,wet,20m,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,50km/h
172449,rainy,day,wet,20m,60km/h,150m,emergency vehicle,none,normal car,none,approaching,10m,50km/h
172514,rainy,day,wet,20m,60km/h,150m,emergency vehicle,none,truck,normal car,approaching,100m,30km/h
172755,rainy,day,wet,20m,100km/h,100m,normal car,none,emergency vehicle,normal car,approaching,50m,80km/h
172839,rainy,day,wet,20m,100km/h,100m,truck,urgent (to hospital),emergency vehicle,none,approaching,10m,50km/h
172845,rainy,day,wet,20m,100km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,50m,80km/h
173192,rainy,day,wet,20m,100km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,100m,80km/h
173483,rainy,day,wet,20m,100km/h,150m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,50km/h
173813,rainy,day,wet,20m,100km/h,150m,truck,none,normal car,emergency vehicle,approaching,100m,50km/h
173852,rainy,day,wet,20m,100km/h,150m,truck,none,truck,none,approaching,100m,80km/h
173883,rainy,day,wet,20m,100km/h,150m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,50km/h
174081,rainy,day,wet,20m,100km/h,150m,emergency vehicle,none,normal car,emergency vehicle,stopping,0m,0km/h
174438,rainy,day,wet,20m,100km/h,200m,truck,urgent (to hospital),normal car,normal car,approaching,10m,80km/h
175453,rainy,night,dry,free,35km/h,10m,truck,none,emergency vehicle,normal car,approaching,100m,50km/h
175524,rainy,night,dry,free,35km/h,10m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,30km/h
175660,rainy,night,dry,free,35km/h,10m,emergency vehicle,hurry (commute or flight),truck,none,approaching,10m,30km/h
176157,rainy,night,dry,free,35km/h,50m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,30km/h
176209,rainy,night,dry,free,35km/h,50m,truck,hurry (commute or flight),truck,normal car,approaching,10m,50km/h
176238,rainy,night,dry,free,35km/h,50m,truck,none,normal car,normal car,approaching,10m,80km/h
176303,rainy,night,dry,free,35km/h,50m,truck,none,truck,emergency vehicle,approaching,100m,50km/h
176499,rainy,night,dry,free,35km/h,50m,emergency vehicle,none,normal car,none,approaching,10m,50km/h
176714,rainy,night,dry,free,35km/h,100m,normal car,hurry (commute or flight),emergency vehicle,normal car,approaching,100m,30km/h
176897,rainy,night,dry,free,35km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,50m,30km/h
176939,rainy,night,dry,free,35km/h,100m,truck,urgent (to hospital),truck,emergency vehicle,approaching,10m,50km/h
176959,rainy,night,dry,free,35km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,50km/h
177016,rainy,night,dry,free,35km/h,100m,truck,hurry (commute or flight),truck,normal car,approaching,50m,50km/h
177335,rainy,night,dry,free,35km/h,100m,emergency vehicle,none,emergency vehicle,none,approaching,50m,80km/h
177575,rainy,night,dry,free,60km/h,50m,normal car,none,normal car,none,approaching,50m,80km/h
177820,rainy,night,dry,free,60km/h,50m,truck,hurry (commute or flight),truck,none,approaching,10m,30km/h
177920,rainy,night,dry,free,60km/h,50m,truck,none,truck,normal car,approaching,10m,30km/h
178034,rainy,night,dry,free,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,100m,30km/h
178089,rainy,night,dry,free,60km/h,50m,emergency vehicle,hurry (commute or flight),truck,none,approaching,10m,50km/h
178445,rainy,night,dry,free,60km/h,100m,normal car,none,truck,none,approaching,50m,80km/h
178456,rainy,night,dry,free,60km/h,100m,normal car,none,truck,normal car,approaching,50m,50km/h
178471,rainy,night,dry,free,60km/h,100m,truck,urgent (to hospital),normal car,none,stopping,0m,0km/h
178489,rainy,night,dry,free,60km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
178627,rainy,night,dry,free,60km/h,100m,truck,hurry (commute or flight),truck,none,approaching,50m,30km/h
179141,rainy,night,dry,free,60km/h,150m,normal car,hurry (commute or flight),emergency vehicle,normal car,stopping,0m,0km/h
179319,rainy,night,dry,free,60km/h,150m,truck,urgent (to hospital),emergency vehicle,none,approaching,10m,50km/h
179381,rainy,night,dry,free,60km/h,150m,truck,hurry (commute or flight),normal car,normal car,stopping,0m,0km/h
179390,rainy,night,dry,free,60km/h,150m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
180000,rainy,night,dry,free,100km/h,100m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,10m,30km/h
180087,rainy,night,dry,free,100km/h,100m,normal car,none,truck,emergency vehicle,approaching,50m,30km/h
180381,rainy,night,dry,free,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
180467,rainy,night,dry,free,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,30km/h
180612,rainy,night,dry,free,100km/h,100m,emergency vehicle,none,truck,normal car,approaching,100m,80km/h
180895,rainy,night,dry,free,100km/h,150m,normal car,none,truck,emergency vehicle,approaching,50m,80km/h
180917,rainy,night,dry,free,100km/h,150m,truck,urgent (to hospital),normal car,normal car,approaching,50m,30km/h
180954,rainy,night,dry,free,100km/h,150m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,30km/h
181020,rainy,night,dry,free,100km/h,150m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,30km/h
181141,rainy,night,dry,free,100km/h,150m,truck,none,truck,none,stopping,0m,0km/h
181147,rainy,night,dry,free,100km/h,150m,truck,none,truck,none,approaching,50m,30km/h
181286,rainy,night,dry,free,100km/h,150m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,50km/h
181413,rainy,night,dry,free,100km/h,150m,emergency vehicle,none,truck,none,approaching,100m,50km/h
181479,rainy,night,dry,free,100km/h,200m,normal car,urgent (to hospital),emergency vehicle,none,approaching,10m,50km/h
181746,rainy,night,dry,free,100km/h,200m,truck,urgent (to hospital),emergency vehicle,none,approaching,50m,50km/h
182038,rainy,night,dry,free,100km/h,200m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,80km/h
182281,rainy,night,dry,100m,35km/h,10m,normal car,urgent (to hospital),emergency vehicle,none,stopping,0m,0km/h
182557,rainy,night,dry,100m,35km/h,10m,truck,urgent (to hospital),emergency vehicle,none,approaching,50m,30km/h
182618,rainy,night,dry,100m,35km/h,10m,truck,hurry (commute or flight),normal car,none,approaching,10m,80km/h
182725,rainy,night,dry,100m,35km/h,10m,truck,none,normal car,emergency vehicle,approaching,50m,80km/h
182866,rainy,night,dry,100m,35km/h,10m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,50m,50km/h
182996,rainy,night,dry,100m,35km/h,10m,emergency vehicle,none,normal car,emergency vehicle,approaching,50m,50km/h
183141,rainy,night,dry,100m,35km/h,50m,normal car,urgent (to hospital),truck,emergency vehicle,stopping,0m,0km/h
183278,rainy,night,dry,100m,35km/h,50m,normal car,none,emergency vehicle,none,approaching,10m,80km/h
183279,rainy,night,dry,100m,35km/h,50m,normal car,none,emergency vehicle,none,approaching,10m,50km/h
183445,rainy,night,dry,100m,35km/h,50m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,80km/h
183504,rainy,night,dry,100m,35km/h,50m,truck,hurry (commute or flight),truck,emergency vehicle,approaching,100m,30km/h
184138,rainy,night,dry,100m,35km/h,100m,normal car,none,truck,emergency vehicle,approaching,10m,80km/h
184224,rainy,night,dry,100m,35km/h,100m,truck,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
184857,rainy,night,dry,100m,60km/h,50m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,50m,30km/h
185276,rainy,night,dry,100m,60km/h,50m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,50km/h
185416,rainy,night,dry,100m,60km/h,50m,emergency vehicle,none,normal car,normal car,approaching,50m,50km/h
185439,rainy,night,dry,100m,60km/h,50m,emergency vehicle,none,emergency vehicle,none,approaching,10m,50km/h
185676,rainy,night,dry,100m,60km/h,100m,normal car,none,normal car,none,approaching,50m,50km/h
185966,rainy,night,dry,100m,60km/h,100m,truck,none,normal car,emergency vehicle,approaching,50m,50km/h
186174,rainy,night,dry,100m,60km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,30km/h
186246,rainy,night,dry,100m,60km/h,100m,emergency vehicle,none,emergency vehicle,none,approaching,50m,50km/h
186267,rainy,night,dry,100m,60km/h,100m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,50m,30km/h
186450,rainy,night,dry,100m,60km/h,150m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
186516,rainy,night,dry,100m,60km/h,150m,normal car,none,emergency vehicle,none,approaching,50m,50km/h
186711,rainy,night,dry,100m,60km/h,150m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,stopping,0m,0km/h
186773,rainy,night,dry,100m,60km/h,150m,truck,none,normal car,emergency vehicle,approaching,100m,50km/h
186853,rainy,night,dry,100m,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,50km/h
187150,rainy,night,dry,100m,100km/h,100m,normal car,urgent (to hospital),emergency vehicle,none,approaching,10m,30km/h
187183,rainy,night,dry,100m,100km/h,100m,normal car,urgent (to hospital),truck,normal car,approaching,100m,50km/h
187407,rainy,night,dry,100m,100km/h,100m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,30km/h
187500,rainy,night,dry,100m,100km/h,100m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,30km/h
187672,rainy,night,dry,100m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
187678,rainy,night,dry,100m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,10m,80km/h
187945,rainy,night,dry,100m,100km/h,150m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,50m,80km/h
187989,rainy,night,dry,100m,100km/h,150m,normal car,urgent (to hospital),truck,none,approaching,10m,50km/h
188157,rainy,night,dry,100m,100km/h,150m,normal car,none,emergency vehicle,emergency vehicle,approaching,50m,30km/h
188197,rainy,night,dry,100m,100km/h,150m,truck,urgent (to hospital),normal car,none,approaching,50m,30km/h
188436,rainy,night,dry,100m,100km/h,150m,truck,none,truck,none,approaching,50m,50km/h
188534,rainy,night,dry,100m,100km/h,150m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,30km/h
188861,rainy,night,dry,100m,100km/h,200m,normal car,hurry (commute or flight),emergency vehicle,normal car,stopping,0m,0km/h
188906,rainy,night,dry,100m,100km/h,200m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,50m,50km/h
188951,rainy,night,dry,100m,100km/h,200m,normal car,none,emergency vehicle,normal car,stopping,0m,0km/h
189044,rainy,night,dry,100m,100km/h,200m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
189240,rainy,night,dry,100m,100km/h,200m,truck,none,emergency vehicle,emergency vehicle,approaching,10m,30km/h
189420,rainy,night,dry,100m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
189706,rainy,night,dry,50m,35km/h,10m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,50km/h
189716,rainy,night,dry,50m,35km/h,10m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,50m,50km/h
189741,rainy,night,dry,50m,35km/h,10m,normal car,none,normal car,emergency vehicle,stopping,0m,0km/h
190432,rainy,night,dry,50m,35km/h,50m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,100m,80km/h
190468,rainy,night,dry,50m,35km/h,50m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,80km/h
190500,rainy,night,dry,50m,35km/h,50m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
190596,rainy,night,dry,50m,35km/h,50m,normal car,none,truck,none,approaching,50m,50km/h
190910,rainy,night,dry,50m,35km/h,50m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,10m,30km/h
191205,rainy,night,dry,50m,35km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,80km/h
191423,rainy,night,dry,50m,35km/h,100m,normal car,none,truck,emergency vehicle,approaching,100m,50km/h
191547,rainy,night,dry,50m,35km/h,100m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,30km/h
191662,rainy,night,dry,50m,35km/h,100m,truck,none,emergency vehicle,emergency vehicle,approaching,100m,80km/h
