id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
17480,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
17481,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
17482,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
17483,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
17484,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
17485,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
17486,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
17487,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
17488,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
17489,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
17490,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,50km/h
17491,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
17492,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
17493,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
17494,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
17495,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
17496,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
17497,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
17498,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
17499,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
17500,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
17501,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
17502,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
17503,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
17504,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
17505,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
17506,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
17507,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
17508,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
17509,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,25km/h
17510,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
17511,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
17512,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
17513,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
17514,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
17515,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
17516,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
17517,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
17518,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,50km/h
17519,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
17520,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
17521,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
17522,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17523,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
17524,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
17525,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
17526,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
17527,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
17528,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
17529,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
17530,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
17531,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
17532,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
17533,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,25km/h
17534,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,25km/h
17535,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,25km/h
17536,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,50km/h
17537,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,50km/h
17538,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,50km/h
17539,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
17540,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
17541,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
17542,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
17543,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
17544,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
17545,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,10m,25km/h
17546,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,50m,25km/h
17547,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,100m,25km/h
17548,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,10m,50km/h
17549,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,50m,50km/h
17550,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,100m,50km/h
17551,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
17552,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
17553,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
17554,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
17555,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
17556,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
17557,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
17558,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
17559,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
17560,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
17561,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
17562,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
17563,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
17564,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,25km/h
17565,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
17566,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
17567,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
17568,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
17569,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
17570,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
17571,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
17572,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
17573,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
17574,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
17575,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
17576,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17577,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
17578,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
17579,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
17580,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
17581,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
17582,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,25km/h
17583,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
17584,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,50km/h
17585,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
17586,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
17587,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
17588,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
17589,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
17590,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
17591,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
17592,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
17593,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
17594,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,25km/h
17595,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
17596,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,50km/h
17597,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
17598,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
17599,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
17600,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
17601,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,25km/h
17602,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
17603,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
17604,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
17605,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
17606,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
17607,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
17608,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
17609,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
17610,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
17611,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
17612,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
17613,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
17614,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
17615,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
17616,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
17617,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
17618,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,25km/h
17619,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
17620,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
17621,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
17622,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
17623,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
17624,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
17625,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
17626,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
17627,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
17628,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
17629,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
17630,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17631,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
17632,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
17633,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
17634,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
17635,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,25km/h
17636,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
17637,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
17638,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,50km/h
17639,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
17640,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
17641,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
17642,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
17643,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
17644,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
17645,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
17646,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
17647,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
17648,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
17649,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
17650,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
17651,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
17652,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,50km/h
17653,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
17654,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
17655,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
17656,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
17657,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
17658,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
17659,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
17660,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
17661,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
17662,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
17663,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
17664,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
17665,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
17666,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
17667,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
17668,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
17669,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
17670,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
17671,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),10m,25km/h
17672,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
17673,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
17674,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
17675,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
17676,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
17677,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
