id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
15221,pluvieux,nuit,sec,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
15246,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
15248,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
15269,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,aucun,50m,50km/h
15290,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
15295,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
15301,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
15315,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
15357,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
15368,pluvieux,nuit,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
15407,pluvieux,nuit,sec,personne âgée,regarde autour,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
15425,pluvieux,nuit,sec,personne âgée,regarde autour,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
15428,pluvieux,nuit,sec,personne âgée,regarde autour,s’arrêter,voiture normale,aucun,50m,25km/h
15436,pluvieux,nuit,sec,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
15457,pluvieux,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
15481,pluvieux,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
15488,pluvieux,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,25km/h
15501,pluvieux,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
15519,pluvieux,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
15540,pluvieux,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
15558,pluvieux,nuit,sec,policier,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
15568,pluvieux,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
15573,pluvieux,nuit,sec,policier,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
15585,pluvieux,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
15604,pluvieux,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,aucun,10m,50km/h
15610,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
15641,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
15646,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
15656,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
15658,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
15673,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
15700,pluvieux,nuit,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
15720,pluvieux,nuit,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
15724,pluvieux,nuit,sec,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
15747,pluvieux,nuit,sec,policier,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
15757,pluvieux,nuit,sec,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
15764,pluvieux,nuit,sec,policier,parle à quelqu'un,s’arrêter,camion,aucun,50m,25km/h
15772,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
15774,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
15784,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
15810,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
15811,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
15816,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
15820,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
15843,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
15860,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
15863,pluvieux,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
15882,pluvieux,nuit,sec,policier,regarde autour,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
15917,pluvieux,nuit,sec,policier,regarde autour,s’arrêter,voiture normale,aucun,50m,50km/h
15930,pluvieux,nuit,sec,policier,regarde autour,s’arrêter,camion,aucun,100m,50km/h
15938,pluvieux,nuit,sec,policier,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
15941,pluvieux,nuit,sec,policier,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
15977,pluvieux,nuit,sec,policier,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
15988,pluvieux,nuit,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
15994,pluvieux,nuit,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
16007,pluvieux,nuit,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
16009,pluvieux,nuit,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
16027,pluvieux,nuit,sec,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
16040,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
16042,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
16047,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
16058,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
16076,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,25km/h
16108,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
16110,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
16122,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
16153,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
16156,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
16162,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
16172,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
16176,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
16196,pluvieux,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
16254,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,aucun,100m,50km/h
16306,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
16312,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
16325,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
16342,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,50km/h
16343,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
16344,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
16350,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
16355,pluvieux,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
16363,pluvieux,nuit,sec,femme enceinte,regarde autour,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
16396,pluvieux,nuit,sec,femme enceinte,regarde autour,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
16400,pluvieux,nuit,sec,femme enceinte,regarde autour,s’arrêter,voiture normale,aucun,50m,25km/h
16451,pluvieux,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
16452,pluvieux,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
16461,pluvieux,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
16465,pluvieux,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
16474,pluvieux,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
16496,pluvieux,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
16527,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
16545,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
16561,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,25km/h
16565,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,50km/h
16569,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
16583,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
16585,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
16587,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
16590,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
16608,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
16614,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
16618,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
16624,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,50km/h
16656,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
16661,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
16671,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
16678,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
16681,pluvieux,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
16706,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
16720,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
16745,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
16746,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
16748,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
16764,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
16789,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
16805,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
16809,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
16812,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
16829,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
16834,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
16837,pluvieux,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
16857,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
16865,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
16872,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
16880,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
16883,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
16894,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
16900,pluvieux,nuit,sec,étudiant universitaire,regarde autour,s’arrêter,camion,aucun,10m,50km/h
16914,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
16917,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
16919,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
16927,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
16930,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
16933,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
16947,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
16955,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
16989,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
17003,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
17004,pluvieux,nuit,sec,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,50km/h
17012,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
17025,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
17033,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
17036,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17038,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
17057,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
17062,pluvieux,nuit,mouillé,enfant,regarde son téléphone,s’arrêter,camion,aucun,10m,50km/h
17065,pluvieux,nuit,mouillé,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
17087,pluvieux,nuit,mouillé,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
17093,pluvieux,nuit,mouillé,enfant,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
17106,pluvieux,nuit,mouillé,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
17113,pluvieux,nuit,mouillé,enfant,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
17130,pluvieux,nuit,mouillé,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
17174,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
17194,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),10m,50km/h
17212,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,s’arrêter,voiture normale,aucun,10m,50km/h
17225,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,s’arrêter,camion,aucun,50m,50km/h
17240,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,25km/h
17251,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
17266,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
17275,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
17306,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17330,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
17333,pluvieux,nuit,mouillé,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
17345,pluvieux,nuit,mouillé,enfant,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
17356,pluvieux,nuit,mouillé,enfant,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),10m,50km/h
17380,pluvieux,nuit,mouillé,enfant,regarde autour,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
17402,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,25km/h
17408,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
17421,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
17436,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
17442,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
17452,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
17476,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,50km/h
17486,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
17492,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
17495,pluvieux,nuit,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
17516,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
17522,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17524,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
17535,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,25km/h
17544,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
17549,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,50m,50km/h
17551,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
17570,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
17589,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
17592,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
17598,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
17599,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
17602,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
17615,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
17624,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
17625,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
17630,pluvieux,nuit,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17662,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
17683,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
17690,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
17695,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,aucun,10m,25km/h
17710,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,aucun,10m,50km/h
17728,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
17778,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
17780,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,25km/h
17792,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
17793,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
17801,pluvieux,nuit,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
