id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
14869,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
14870,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
14871,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
14872,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
14873,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
14874,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
14875,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
14876,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
14877,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
14878,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
14879,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
14880,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
14881,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
14882,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
14883,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
14884,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
14885,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
14886,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
14887,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,25km/h
14888,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
14889,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
14890,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,50km/h
14891,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
14892,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
14893,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
14894,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
14895,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
14896,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
14897,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
14898,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
14899,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,10m,25km/h
14900,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,50m,25km/h
14901,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,100m,25km/h
14902,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,10m,50km/h
14903,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,50m,50km/h
14904,rainy,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,100m,50km/h
14905,rainy,night,dry,children,looking around,stop,normal car,urgent (to hospital),10m,25km/h
14906,rainy,night,dry,children,looking around,stop,normal car,urgent (to hospital),50m,25km/h
14907,rainy,night,dry,children,looking around,stop,normal car,urgent (to hospital),100m,25km/h
14908,rainy,night,dry,children,looking around,stop,normal car,urgent (to hospital),10m,50km/h
14909,rainy,night,dry,children,looking around,stop,normal car,urgent (to hospital),50m,50km/h
14910,rainy,night,dry,children,looking around,stop,normal car,urgent (to hospital),100m,50km/h
14911,rainy,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),10m,25km/h
14912,rainy,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),50m,25km/h
14913,rainy,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),100m,25km/h
14914,rainy,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),10m,50km/h
14915,rainy,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),50m,50km/h
14916,rainy,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),100m,50km/h
14917,rainy,night,dry,children,looking around,stop,truck,urgent (to hospital),10m,25km/h
14918,rainy,night,dry,children,looking around,stop,truck,urgent (to hospital),50m,25km/h
14919,rainy,night,dry,children,looking around,stop,truck,urgent (to hospital),100m,25km/h
14920,rainy,night,dry,children,looking around,stop,truck,urgent (to hospital),10m,50km/h
14921,rainy,night,dry,children,looking around,stop,truck,urgent (to hospital),50m,50km/h
14922,rainy,night,dry,children,looking around,stop,truck,urgent (to hospital),100m,50km/h
14923,rainy,night,dry,children,looking around,stop,normal car,hurry (commute or flight),10m,25km/h
14924,rainy,night,dry,children,looking around,stop,normal car,hurry (commute or flight),50m,25km/h
14925,rainy,night,dry,children,looking around,stop,normal car,hurry (commute or flight),100m,25km/h
14926,rainy,night,dry,children,looking around,stop,normal car,hurry (commute or flight),10m,50km/h
14927,rainy,night,dry,children,looking around,stop,normal car,hurry (commute or flight),50m,50km/h
14928,rainy,night,dry,children,looking around,stop,normal car,hurry (commute or flight),100m,50km/h
14929,rainy,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
14930,rainy,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
14931,rainy,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
14932,rainy,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
14933,rainy,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
14934,rainy,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
14935,rainy,night,dry,children,looking around,stop,truck,hurry (commute or flight),10m,25km/h
14936,rainy,night,dry,children,looking around,stop,truck,hurry (commute or flight),50m,25km/h
14937,rainy,night,dry,children,looking around,stop,truck,hurry (commute or flight),100m,25km/h
14938,rainy,night,dry,children,looking around,stop,truck,hurry (commute or flight),10m,50km/h
14939,rainy,night,dry,children,looking around,stop,truck,hurry (commute or flight),50m,50km/h
14940,rainy,night,dry,children,looking around,stop,truck,hurry (commute or flight),100m,50km/h
14941,rainy,night,dry,children,looking around,stop,normal car,none,10m,25km/h
14942,rainy,night,dry,children,looking around,stop,normal car,none,50m,25km/h
14943,rainy,night,dry,children,looking around,stop,normal car,none,100m,25km/h
14944,rainy,night,dry,children,looking around,stop,normal car,none,10m,50km/h
14945,rainy,night,dry,children,looking around,stop,normal car,none,50m,50km/h
14946,rainy,night,dry,children,looking around,stop,normal car,none,100m,50km/h
14947,rainy,night,dry,children,looking around,stop,emergency vehicle,none,10m,25km/h
14948,rainy,night,dry,children,looking around,stop,emergency vehicle,none,50m,25km/h
14949,rainy,night,dry,children,looking around,stop,emergency vehicle,none,100m,25km/h
14950,rainy,night,dry,children,looking around,stop,emergency vehicle,none,10m,50km/h
14951,rainy,night,dry,children,looking around,stop,emergency vehicle,none,50m,50km/h
14952,rainy,night,dry,children,looking around,stop,emergency vehicle,none,100m,50km/h
14953,rainy,night,dry,children,looking around,stop,truck,none,10m,25km/h
14954,rainy,night,dry,children,looking around,stop,truck,none,50m,25km/h
14955,rainy,night,dry,children,looking around,stop,truck,none,100m,25km/h
14956,rainy,night,dry,children,looking around,stop,truck,none,10m,50km/h
14957,rainy,night,dry,children,looking around,stop,truck,none,50m,50km/h
14958,rainy,night,dry,children,looking around,stop,truck,none,100m,50km/h
14959,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
14960,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
14961,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
14962,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
14963,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
14964,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
14965,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
14966,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
14967,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
14968,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
14969,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
14970,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
14971,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
14972,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,25km/h
14973,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
14974,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
14975,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
14976,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
14977,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
14978,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
14979,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
14980,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
14981,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
14982,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
14983,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
14984,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
14985,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
14986,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
14987,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
14988,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
14989,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
14990,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
14991,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
14992,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
14993,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
14994,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,50km/h
14995,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,none,10m,25km/h
14996,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,none,50m,25km/h
14997,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,none,100m,25km/h
14998,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,none,10m,50km/h
14999,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,none,50m,50km/h
15000,rainy,night,dry,children,looking around,moving orientation towards crosswalk,normal car,none,100m,50km/h
15001,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
15002,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
15003,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
15004,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
15005,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
15006,rainy,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
15007,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,none,10m,25km/h
15008,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,none,50m,25km/h
15009,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,none,100m,25km/h
15010,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,none,10m,50km/h
15011,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,none,50m,50km/h
15012,rainy,night,dry,children,looking around,moving orientation towards crosswalk,truck,none,100m,50km/h
15013,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,25km/h
15014,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
15015,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
15016,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
15017,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
15018,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
15019,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
15020,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
15021,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
15022,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
15023,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
15024,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
15025,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
15026,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
15027,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
15028,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
15029,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
15030,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
15031,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
15032,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
15033,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
15034,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
15035,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
15036,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
15037,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
15038,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
15039,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
15040,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
15041,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
15042,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
15043,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
15044,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
15045,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
15046,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
15047,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
15048,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
15049,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,none,10m,25km/h
15050,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,none,50m,25km/h
15051,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,none,100m,25km/h
15052,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,none,10m,50km/h
15053,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,none,50m,50km/h
15054,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,none,100m,50km/h
15055,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
15056,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
15057,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
15058,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
15059,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
15060,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
15061,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,none,10m,25km/h
15062,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,none,50m,25km/h
15063,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,none,100m,25km/h
15064,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,none,10m,50km/h
15065,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,none,50m,50km/h
15066,rainy,night,dry,children,looking around,moving orientation not towards crosswalk,truck,none,100m,50km/h
15067,rainy,night,dry,elderly,watching phone,stop,normal car,urgent (to hospital),10m,25km/h
15068,rainy,night,dry,elderly,watching phone,stop,normal car,urgent (to hospital),50m,25km/h
15069,rainy,night,dry,elderly,watching phone,stop,normal car,urgent (to hospital),100m,25km/h
15070,rainy,night,dry,elderly,watching phone,stop,normal car,urgent (to hospital),10m,50km/h
15071,rainy,night,dry,elderly,watching phone,stop,normal car,urgent (to hospital),50m,50km/h
15072,rainy,night,dry,elderly,watching phone,stop,normal car,urgent (to hospital),100m,50km/h
15073,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
15074,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),50m,25km/h
15075,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
15076,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),10m,50km/h
15077,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),50m,50km/h
15078,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),100m,50km/h
15079,rainy,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),10m,25km/h
15080,rainy,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),50m,25km/h
15081,rainy,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),100m,25km/h
15082,rainy,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),10m,50km/h
15083,rainy,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),50m,50km/h
15084,rainy,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),100m,50km/h
15085,rainy,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),10m,25km/h
15086,rainy,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),50m,25km/h
15087,rainy,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),100m,25km/h
15088,rainy,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),10m,50km/h
15089,rainy,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),50m,50km/h
15090,rainy,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),100m,50km/h
15091,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
15092,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
15093,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
15094,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
15095,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
15096,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
15097,rainy,night,dry,elderly,watching phone,stop,truck,hurry (commute or flight),10m,25km/h
15098,rainy,night,dry,elderly,watching phone,stop,truck,hurry (commute or flight),50m,25km/h
15099,rainy,night,dry,elderly,watching phone,stop,truck,hurry (commute or flight),100m,25km/h
15100,rainy,night,dry,elderly,watching phone,stop,truck,hurry (commute or flight),10m,50km/h
15101,rainy,night,dry,elderly,watching phone,stop,truck,hurry (commute or flight),50m,50km/h
15102,rainy,night,dry,elderly,watching phone,stop,truck,hurry (commute or flight),100m,50km/h
15103,rainy,night,dry,elderly,watching phone,stop,normal car,none,10m,25km/h
15104,rainy,night,dry,elderly,watching phone,stop,normal car,none,50m,25km/h
15105,rainy,night,dry,elderly,watching phone,stop,normal car,none,100m,25km/h
15106,rainy,night,dry,elderly,watching phone,stop,normal car,none,10m,50km/h
15107,rainy,night,dry,elderly,watching phone,stop,normal car,none,50m,50km/h
15108,rainy,night,dry,elderly,watching phone,stop,normal car,none,100m,50km/h
15109,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,none,10m,25km/h
15110,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,none,50m,25km/h
15111,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,none,100m,25km/h
15112,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,none,10m,50km/h
15113,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,none,50m,50km/h
15114,rainy,night,dry,elderly,watching phone,stop,emergency vehicle,none,100m,50km/h
15115,rainy,night,dry,elderly,watching phone,stop,truck,none,10m,25km/h
15116,rainy,night,dry,elderly,watching phone,stop,truck,none,50m,25km/h
15117,rainy,night,dry,elderly,watching phone,stop,truck,none,100m,25km/h
15118,rainy,night,dry,elderly,watching phone,stop,truck,none,10m,50km/h
15119,rainy,night,dry,elderly,watching phone,stop,truck,none,50m,50km/h
15120,rainy,night,dry,elderly,watching phone,stop,truck,none,100m,50km/h
15121,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
15122,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
15123,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
15124,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
15125,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
15126,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
15127,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
15128,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
15129,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
15130,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
15131,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
15132,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
15133,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
15134,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,25km/h
15135,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
15136,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
15137,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
15138,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
15139,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
15140,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
15141,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
15142,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
15143,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
15144,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
15145,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
15146,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
15147,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
15148,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
15149,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
15150,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
15151,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
15152,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
15153,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
