id,天气,时间,路况,自行车前方空隙,骑车人类型,骑车人位置,与骑车人距离,本车速度,本车角色,乘客需求,后车类型
17736,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
17737,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,无
17738,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
17739,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,无
17740,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
17741,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
17742,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
17743,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
17744,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
17745,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
17746,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
17747,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
17748,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
17749,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
17750,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
17751,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
17752,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
17753,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17754,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17755,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17756,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17757,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17758,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17759,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17760,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17761,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
17762,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
17763,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
17764,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
17765,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17766,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17767,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17768,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17769,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17770,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17771,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17772,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17773,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
17774,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
17775,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
17776,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
17777,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17778,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17779,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17780,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17781,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17782,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17783,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17784,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17785,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,无
17786,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,无
17787,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,无
17788,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,无
17789,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,普通车辆
17790,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
17791,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,普通车辆
17792,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
17793,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
17794,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,应急车辆
17795,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
17796,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,应急车辆
17797,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,无
17798,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
17799,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,无
17800,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
17801,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
17802,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
17803,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
17804,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
17805,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
17806,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
17807,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
17808,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
17809,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,无特殊需求,无
17810,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,无
17811,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,无特殊需求,无
17812,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,无
17813,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
17814,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
17815,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
17816,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
17817,雨天,夜晚,干燥,20米,成年人,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
17818,雨天,夜晚,干燥,20米,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
17819,雨天,夜晚,干燥,20米,儿童,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
17820,雨天,夜晚,干燥,20米,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
17821,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,无
17822,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,无
17823,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,无
17824,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,无
17825,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
17826,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
17827,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
17828,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
17829,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
17830,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
17831,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
17832,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
17833,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
17834,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
17835,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
17836,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
17837,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
17838,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
17839,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
17840,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
17841,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
17842,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
17843,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
17844,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
17845,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,无
17846,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,无
17847,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,无
17848,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,无
17849,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
17850,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,普通车辆
17851,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
17852,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,普通车辆
17853,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
17854,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,应急车辆
17855,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
17856,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,应急车辆
17857,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17858,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17859,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17860,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17861,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17862,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17863,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17864,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17865,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17866,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17867,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17868,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17869,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
17870,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
17871,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
17872,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
17873,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17874,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17875,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17876,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
17877,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17878,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17879,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17880,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
17881,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
17882,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
17883,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
17884,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
17885,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17886,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17887,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17888,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
17889,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17890,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17891,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17892,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
17893,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,无特殊需求,无
17894,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,无
17895,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,无特殊需求,无
17896,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,无
17897,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,无特殊需求,普通车辆
17898,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,普通车辆
17899,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,无特殊需求,普通车辆
17900,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,普通车辆
17901,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,普通车辆,无特殊需求,应急车辆
17902,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
17903,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,普通车辆,无特殊需求,应急车辆
17904,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
17905,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,无特殊需求,无
17906,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,无特殊需求,无
17907,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,无特殊需求,无
17908,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,无特殊需求,无
17909,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,无特殊需求,普通车辆
17910,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,无特殊需求,普通车辆
17911,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,无特殊需求,普通车辆
17912,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,无特殊需求,普通车辆
17913,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,应急车辆,无特殊需求,应急车辆
17914,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,应急车辆,无特殊需求,应急车辆
17915,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,应急车辆,无特殊需求,应急车辆
17916,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,应急车辆,无特殊需求,应急车辆
17917,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,无特殊需求,无
17918,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,无特殊需求,无
17919,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,无特殊需求,无
17920,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,无特殊需求,无
17921,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,无特殊需求,普通车辆
17922,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,无特殊需求,普通车辆
17923,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,无特殊需求,普通车辆
17924,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,无特殊需求,普通车辆
17925,雨天,夜晚,干燥,20米,成年人,车道中间,10米,50km/h,卡车,无特殊需求,应急车辆
17926,雨天,夜晚,干燥,20米,成年人,车道右侧,10米,50km/h,卡车,无特殊需求,应急车辆
17927,雨天,夜晚,干燥,20米,儿童,车道中间,10米,50km/h,卡车,无特殊需求,应急车辆
17928,雨天,夜晚,干燥,20米,儿童,车道右侧,10米,50km/h,卡车,无特殊需求,应急车辆
17929,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,普通车辆,紧急（去医院）,无
17930,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,无
17931,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,无
17932,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,无
17933,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
17934,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
17935,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
17936,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
17937,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,普通车辆,紧急（去医院）,应急车辆
17938,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,应急车辆
17939,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,应急车辆
17940,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,应急车辆
17941,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,应急车辆,紧急（去医院）,无
17942,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,无
17943,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,无
17944,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,无
17945,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
17946,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
17947,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
17948,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
17949,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
17950,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
17951,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
17952,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
17953,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,卡车,紧急（去医院）,无
17954,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,卡车,紧急（去医院）,无
17955,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,卡车,紧急（去医院）,无
17956,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,卡车,紧急（去医院）,无
17957,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,卡车,紧急（去医院）,普通车辆
17958,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,卡车,紧急（去医院）,普通车辆
17959,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,卡车,紧急（去医院）,普通车辆
17960,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,卡车,紧急（去医院）,普通车辆
17961,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,卡车,紧急（去医院）,应急车辆
17962,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,卡车,紧急（去医院）,应急车辆
17963,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,卡车,紧急（去医院）,应急车辆
17964,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,卡车,紧急（去医院）,应急车辆
17965,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17966,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17967,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17968,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
17969,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17970,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17971,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17972,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
17973,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17974,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17975,雨天,夜晚,干燥,20米,儿童,车道中间,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17976,雨天,夜晚,干燥,20米,儿童,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
17977,雨天,夜晚,干燥,20米,成年人,车道中间,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
17978,雨天,夜晚,干燥,20米,成年人,车道右侧,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
