id,weather,time,road_condition,merging_vehicle_speed,merging_gap,merging_vehicle_type,mainstream_front_space,occupant_requirement,ego_role,ego_state,ego_distance,ego_velocity,following_vehicle
100173,sunny,night,wet,35km/h,100m,truck,20m,urgent (to hospital),truck,approaching,100m,30km/h,none
100240,sunny,night,wet,35km/h,100m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,normal car
100288,sunny,night,wet,35km/h,100m,truck,20m,none,normal car,approaching,100m,80km/h,normal car
100304,sunny,night,wet,35km/h,100m,truck,20m,none,normal car,approaching,10m,50km/h,emergency vehicle
100468,sunny,night,wet,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
100515,sunny,night,wet,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,30km/h,emergency vehicle
100655,sunny,night,wet,60km/h,50m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,emergency vehicle
101113,sunny,night,wet,60km/h,50m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
101331,sunny,night,wet,60km/h,50m,emergency vehicle,20m,none,truck,approaching,10m,30km/h,emergency vehicle
101342,sunny,night,wet,60km/h,100m,normal car,20m,urgent (to hospital),normal car,approaching,100m,50km/h,normal car
101356,sunny,night,wet,60km/h,100m,normal car,20m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
101586,sunny,night,wet,60km/h,100m,truck,20m,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
101731,sunny,night,wet,60km/h,100m,truck,20m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
101823,sunny,night,wet,60km/h,100m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,50m,30km/h,none
102044,sunny,night,wet,60km/h,100m,emergency vehicle,20m,none,truck,approaching,100m,50km/h,normal car
102375,sunny,night,wet,60km/h,150m,truck,20m,urgent (to hospital),truck,approaching,10m,30km/h,normal car
102415,sunny,night,wet,60km/h,150m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,none
102446,sunny,night,wet,60km/h,150m,truck,20m,hurry (commute or flight),truck,approaching,10m,50km/h,none
102464,sunny,night,wet,60km/h,150m,truck,20m,hurry (commute or flight),truck,approaching,10m,50km/h,emergency vehicle
102589,sunny,night,wet,60km/h,150m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,normal car
102685,sunny,night,wet,60km/h,150m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,50m,80km/h,none
102897,sunny,night,wet,100km/h,100m,normal car,20m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
102915,sunny,night,wet,100km/h,100m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,10m,30km/h,normal car
103227,sunny,night,wet,100km/h,100m,truck,20m,none,emergency vehicle,approaching,50m,30km/h,none
103671,sunny,night,wet,100km/h,150m,normal car,20m,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
103980,sunny,night,wet,100km/h,150m,truck,20m,none,truck,approaching,100m,30km/h,none
104068,sunny,night,wet,100km/h,150m,emergency vehicle,20m,urgent (to hospital),truck,approaching,100m,80km/h,normal car
104105,sunny,night,wet,100km/h,150m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,emergency vehicle
104400,sunny,night,wet,100km/h,200m,normal car,20m,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
104559,sunny,night,wet,100km/h,200m,truck,20m,urgent (to hospital),truck,approaching,50m,30km/h,normal car
104880,sunny,night,wet,100km/h,200m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
104922,sunny,night,wet,100km/h,200m,emergency vehicle,20m,none,normal car,approaching,10m,30km/h,emergency vehicle
105126,rainy,day,dry,35km/h,10m,normal car,free,hurry (commute or flight),truck,approaching,50m,30km/h,normal car
105172,rainy,day,dry,35km/h,10m,normal car,free,none,emergency vehicle,approaching,10m,80km/h,none
105180,rainy,day,dry,35km/h,10m,normal car,free,none,emergency vehicle,approaching,50m,30km/h,normal car
105306,rainy,day,dry,35km/h,10m,truck,free,hurry (commute or flight),normal car,approaching,50m,30km/h,none
105337,rainy,day,dry,35km/h,10m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,normal car
105431,rainy,day,dry,35km/h,10m,truck,free,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
105692,rainy,day,dry,35km/h,10m,emergency vehicle,free,none,truck,approaching,50m,50km/h,normal car
105975,rainy,day,dry,35km/h,50m,truck,free,urgent (to hospital),normal car,approaching,10m,30km/h,emergency vehicle
106241,rainy,day,dry,35km/h,50m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,emergency vehicle
106282,rainy,day,dry,35km/h,50m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,100m,80km/h,normal car
106405,rainy,day,dry,35km/h,50m,emergency vehicle,free,none,emergency vehicle,approaching,10m,80km/h,emergency vehicle
106502,rainy,day,dry,35km/h,100m,normal car,free,urgent (to hospital),truck,approaching,50m,50km/h,normal car
107085,rainy,day,dry,35km/h,100m,emergency vehicle,free,none,normal car,approaching,100m,30km/h,none
107199,rainy,day,dry,60km/h,50m,normal car,free,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
107434,rainy,day,dry,60km/h,50m,truck,free,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,none
107517,rainy,day,dry,60km/h,50m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
107587,rainy,day,dry,60km/h,50m,truck,free,none,normal car,approaching,100m,80km/h,emergency vehicle
107825,rainy,day,dry,60km/h,50m,emergency vehicle,free,none,normal car,approaching,50m,50km/h,normal car
107911,rainy,day,dry,60km/h,100m,normal car,free,urgent (to hospital),normal car,approaching,100m,80km/h,emergency vehicle
107917,rainy,day,dry,60km/h,100m,normal car,free,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
108080,rainy,day,dry,60km/h,100m,normal car,free,none,normal car,approaching,10m,50km/h,emergency vehicle
108138,rainy,day,dry,60km/h,100m,truck,free,urgent (to hospital),normal car,approaching,100m,30km/h,none
108219,rainy,day,dry,60km/h,100m,truck,free,hurry (commute or flight),normal car,approaching,100m,30km/h,none
108222,rainy,day,dry,60km/h,100m,truck,free,hurry (commute or flight),normal car,approaching,50m,30km/h,none
108484,rainy,day,dry,60km/h,100m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,10m,80km/h,emergency vehicle
108623,rainy,day,dry,60km/h,150m,normal car,free,urgent (to hospital),normal car,approaching,100m,50km/h,none
109139,rainy,day,dry,60km/h,150m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,none
109202,rainy,day,dry,60km/h,150m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,50m,50km/h,normal car
109254,rainy,day,dry,60km/h,150m,emergency vehicle,free,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
109308,rainy,day,dry,60km/h,150m,emergency vehicle,free,none,emergency vehicle,approaching,100m,30km/h,normal car
109570,rainy,day,dry,100km/h,100m,normal car,free,none,truck,approaching,50m,80km/h,none
109582,rainy,day,dry,100km/h,100m,normal car,free,none,truck,approaching,10m,80km/h,normal car
109678,rainy,day,dry,100km/h,100m,truck,free,hurry (commute or flight),normal car,approaching,50m,80km/h,none
109843,rainy,day,dry,100km/h,100m,emergency vehicle,free,urgent (to hospital),normal car,approaching,10m,80km/h,none
110097,rainy,day,dry,100km/h,150m,normal car,free,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
110142,rainy,day,dry,100km/h,150m,normal car,free,urgent (to hospital),truck,approaching,10m,30km/h,none
110439,rainy,day,dry,100km/h,150m,truck,free,hurry (commute or flight),emergency vehicle,approaching,10m,30km/h,none
110514,rainy,day,dry,100km/h,150m,truck,free,none,emergency vehicle,approaching,100m,30km/h,none
110674,rainy,day,dry,100km/h,150m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
110689,rainy,day,dry,100km/h,150m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,normal car
110816,rainy,day,dry,100km/h,200m,normal car,free,urgent (to hospital),normal car,approaching,10m,50km/h,none
110903,rainy,day,dry,100km/h,200m,normal car,free,hurry (commute or flight),normal car,approaching,50m,50km/h,normal car
111021,rainy,day,dry,100km/h,200m,normal car,free,none,emergency vehicle,approaching,50m,30km/h,emergency vehicle
111102,rainy,day,dry,100km/h,200m,truck,free,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,emergency vehicle
111155,rainy,day,dry,100km/h,200m,truck,free,hurry (commute or flight),normal car,approaching,50m,50km/h,emergency vehicle
111225,rainy,day,dry,100km/h,200m,truck,free,none,normal car,approaching,100m,30km/h,normal car
111245,rainy,day,dry,100km/h,200m,truck,free,none,emergency vehicle,approaching,50m,50km/h,none
111323,rainy,day,dry,100km/h,200m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,none
111495,rainy,day,dry,100km/h,200m,emergency vehicle,free,none,emergency vehicle,approaching,100m,30km/h,normal car
111584,rainy,day,dry,35km/h,10m,normal car,100m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,emergency vehicle
111749,rainy,day,dry,35km/h,10m,normal car,100m,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
111860,rainy,day,dry,35km/h,10m,truck,100m,urgent (to hospital),truck,approaching,10m,50km/h,emergency vehicle
111992,rainy,day,dry,35km/h,10m,truck,100m,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
112157,rainy,day,dry,35km/h,10m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
112336,rainy,day,dry,35km/h,50m,normal car,100m,urgent (to hospital),truck,approaching,10m,80km/h,normal car
112426,rainy,day,dry,35km/h,50m,normal car,100m,hurry (commute or flight),truck,approaching,10m,80km/h,emergency vehicle
112680,rainy,day,dry,35km/h,50m,truck,100m,none,normal car,approaching,10m,30km/h,none
112772,rainy,day,dry,35km/h,50m,emergency vehicle,100m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
112990,rainy,day,dry,35km/h,50m,emergency vehicle,100m,none,truck,approaching,50m,80km/h,emergency vehicle
113457,rainy,day,dry,35km/h,100m,truck,100m,none,truck,approaching,100m,30km/h,none
113589,rainy,day,dry,35km/h,100m,emergency vehicle,100m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
113751,rainy,day,dry,60km/h,50m,normal car,100m,urgent (to hospital),normal car,approaching,10m,30km/h,emergency vehicle
113833,rainy,day,dry,60km/h,50m,normal car,100m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
114108,rainy,day,dry,60km/h,50m,truck,100m,hurry (commute or flight),truck,approaching,50m,30km/h,none
114246,rainy,day,dry,60km/h,50m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
114515,rainy,day,dry,60km/h,100m,normal car,100m,urgent (to hospital),truck,approaching,10m,50km/h,none
114658,rainy,day,dry,60km/h,100m,normal car,100m,none,emergency vehicle,approaching,10m,80km/h,normal car
115123,rainy,day,dry,60km/h,100m,emergency vehicle,100m,none,normal car,approaching,50m,80km/h,emergency vehicle
115126,rainy,day,dry,60km/h,100m,emergency vehicle,100m,none,normal car,approaching,10m,80km/h,emergency vehicle
115203,rainy,day,dry,60km/h,150m,normal car,100m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
115616,rainy,day,dry,60km/h,150m,truck,100m,none,emergency vehicle,approaching,100m,50km/h,none
115639,rainy,day,dry,60km/h,150m,truck,100m,none,emergency vehicle,approaching,10m,80km/h,emergency vehicle
116195,rainy,day,dry,100km/h,100m,truck,100m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,normal car
116467,rainy,day,dry,100km/h,100m,emergency vehicle,100m,urgent (to hospital),truck,approaching,10m,80km/h,normal car
116710,rainy,day,dry,100km/h,150m,normal car,100m,urgent (to hospital),truck,approaching,10m,80km/h,normal car
116779,rainy,day,dry,100km/h,150m,normal car,100m,hurry (commute or flight),truck,approaching,50m,80km/h,none
116893,rainy,day,dry,100km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,100m,80km/h,normal car
116903,rainy,day,dry,100km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
116996,rainy,day,dry,100km/h,150m,truck,100m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,none
117107,rainy,day,dry,100km/h,150m,truck,100m,none,truck,approaching,10m,50km/h,none
117170,rainy,day,dry,100km/h,150m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,normal car
117260,rainy,day,dry,100km/h,150m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
117326,rainy,day,dry,100km/h,150m,emergency vehicle,100m,none,emergency vehicle,approaching,100m,50km/h,normal car
117506,rainy,day,dry,100km/h,200m,normal car,100m,hurry (commute or flight),truck,approaching,100m,50km/h,none
117574,rainy,day,dry,100km/h,200m,normal car,100m,none,emergency vehicle,approaching,10m,80km/h,normal car
117625,rainy,day,dry,100km/h,200m,truck,100m,urgent (to hospital),normal car,approaching,50m,80km/h,normal car
117637,rainy,day,dry,100km/h,200m,truck,100m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
117643,rainy,day,dry,100km/h,200m,truck,100m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
118139,rainy,day,dry,35km/h,10m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,normal car
118420,rainy,day,dry,35km/h,10m,truck,50m,urgent (to hospital),truck,approaching,10m,80km/h,emergency vehicle
118775,rainy,day,dry,35km/h,10m,emergency vehicle,50m,none,emergency vehicle,approaching,100m,50km/h,none
118853,rainy,day,dry,35km/h,50m,normal car,50m,urgent (to hospital),normal car,approaching,10m,50km/h,emergency vehicle
118930,rainy,day,dry,35km/h,50m,normal car,50m,hurry (commute or flight),normal car,approaching,50m,80km/h,emergency vehicle
119056,rainy,day,dry,35km/h,50m,normal car,50m,none,truck,approaching,50m,80km/h,normal car
119117,rainy,day,dry,35km/h,50m,truck,50m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,emergency vehicle
119207,rainy,day,dry,35km/h,50m,truck,50m,hurry (commute or flight),truck,approaching,100m,50km/h,none
119227,rainy,day,dry,35km/h,50m,truck,50m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
119254,rainy,day,dry,35km/h,50m,truck,50m,none,normal car,approaching,50m,80km/h,emergency vehicle
119324,rainy,day,dry,35km/h,50m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,50km/h,normal car
119334,rainy,day,dry,35km/h,50m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
119354,rainy,day,dry,35km/h,50m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,normal car
119377,rainy,day,dry,35km/h,50m,emergency vehicle,50m,urgent (to hospital),truck,approaching,100m,80km/h,normal car
119709,rainy,day,dry,35km/h,100m,normal car,50m,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
119793,rainy,day,dry,35km/h,100m,normal car,50m,none,truck,approaching,100m,30km/h,emergency vehicle
119911,rainy,day,dry,35km/h,100m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,none
119983,rainy,day,dry,35km/h,100m,truck,50m,none,normal car,approaching,50m,80km/h,emergency vehicle
120292,rainy,day,dry,60km/h,50m,normal car,50m,urgent (to hospital),normal car,approaching,10m,80km/h,none
120436,rainy,day,dry,60km/h,50m,normal car,50m,hurry (commute or flight),truck,approaching,10m,80km/h,normal car
120696,rainy,day,dry,60km/h,50m,truck,50m,none,normal car,approaching,50m,30km/h,none
120724,rainy,day,dry,60km/h,50m,truck,50m,none,emergency vehicle,approaching,10m,80km/h,none
120772,rainy,day,dry,60km/h,50m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,80km/h,none
120811,rainy,day,dry,60km/h,50m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,normal car
120867,rainy,day,dry,60km/h,50m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,50m,30km/h,normal car
120941,rainy,day,dry,60km/h,50m,emergency vehicle,50m,none,normal car,approaching,10m,50km/h,none
121221,rainy,day,dry,60km/h,100m,normal car,50m,none,emergency vehicle,approaching,10m,30km/h,normal car
121556,rainy,day,dry,60km/h,100m,emergency vehicle,50m,urgent (to hospital),truck,approaching,100m,50km/h,none
121612,rainy,day,dry,60km/h,100m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,none
121623,rainy,day,dry,60km/h,100m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
121694,rainy,day,dry,60km/h,100m,emergency vehicle,50m,none,emergency vehicle,approaching,50m,50km/h,none
121742,rainy,day,dry,60km/h,100m,emergency vehicle,50m,none,truck,approaching,10m,50km/h,emergency vehicle
121815,rainy,day,dry,60km/h,150m,normal car,50m,urgent (to hospital),truck,approaching,10m,30km/h,normal car
121829,rainy,day,dry,60km/h,150m,normal car,50m,hurry (commute or flight),normal car,approaching,50m,50km/h,none
121929,rainy,day,dry,60km/h,150m,normal car,50m,none,normal car,approaching,50m,30km/h,emergency vehicle
122075,rainy,day,dry,60km/h,150m,truck,50m,hurry (commute or flight),normal car,approaching,10m,50km/h,none
122199,rainy,day,dry,60km/h,150m,truck,50m,none,emergency vehicle,approaching,50m,30km/h,emergency vehicle
122247,rainy,day,dry,60km/h,150m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
122555,rainy,day,dry,100km/h,100m,normal car,50m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
122629,rainy,day,dry,100km/h,100m,normal car,50m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
122697,rainy,day,dry,100km/h,100m,normal car,50m,none,truck,approaching,10m,30km/h,none
122827,rainy,day,dry,100km/h,100m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,none
123033,rainy,day,dry,100km/h,100m,emergency vehicle,50m,urgent (to hospital),truck,approaching,100m,30km/h,emergency vehicle
123066,rainy,day,dry,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
123227,rainy,day,dry,100km/h,150m,normal car,50m,urgent (to hospital),normal car,approaching,10m,50km/h,emergency vehicle
123507,rainy,day,dry,100km/h,150m,truck,50m,urgent (to hospital),truck,approaching,10m,30km/h,none
123535,rainy,day,dry,100km/h,150m,truck,50m,hurry (commute or flight),normal car,approaching,100m,80km/h,normal car
123701,rainy,day,dry,100km/h,150m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,50m,50km/h,normal car
123823,rainy,day,dry,100km/h,150m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,100m,80km/h,none
123842,rainy,day,dry,100km/h,150m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,100m,50km/h,emergency vehicle
123889,rainy,day,dry,100km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,50m,80km/h,normal car
123921,rainy,day,dry,100km/h,150m,emergency vehicle,50m,none,truck,approaching,10m,30km/h,normal car
123931,rainy,day,dry,100km/h,200m,normal car,50m,urgent (to hospital),normal car,approaching,100m,80km/h,none
123947,rainy,day,dry,100km/h,200m,normal car,50m,urgent (to hospital),normal car,approaching,10m,50km/h,normal car
124146,rainy,day,dry,100km/h,200m,normal car,50m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
124248,rainy,day,dry,100km/h,200m,truck,50m,urgent (to hospital),truck,approaching,100m,30km/h,emergency vehicle
124611,rainy,day,dry,100km/h,200m,emergency vehicle,50m,none,emergency vehicle,approaching,50m,30km/h,none
124654,rainy,day,dry,100km/h,200m,emergency vehicle,50m,none,truck,approaching,50m,80km/h,emergency vehicle
124953,rainy,day,dry,35km/h,10m,truck,20m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,emergency vehicle
125036,rainy,day,dry,35km/h,10m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
125247,rainy,day,dry,35km/h,10m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
125274,rainy,day,dry,35km/h,10m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,emergency vehicle
125345,rainy,day,dry,35km/h,10m,emergency vehicle,20m,none,emergency vehicle,approaching,100m,50km/h,normal car
125360,rainy,day,dry,35km/h,10m,emergency vehicle,20m,none,emergency vehicle,approaching,10m,50km/h,emergency vehicle
125716,rainy,day,dry,35km/h,50m,truck,20m,hurry (commute or flight),normal car,approaching,50m,80km/h,none
125761,rainy,day,dry,35km/h,50m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,emergency vehicle
125838,rainy,day,dry,35km/h,50m,truck,20m,none,emergency vehicle,approaching,10m,30km/h,normal car
125920,rainy,day,dry,35km/h,50m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,emergency vehicle
126461,rainy,day,dry,35km/h,100m,truck,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,emergency vehicle
126837,rainy,day,dry,35km/h,100m,emergency vehicle,20m,none,truck,approaching,10m,30km/h,normal car
126883,rainy,day,dry,60km/h,50m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,normal car
127366,rainy,day,dry,60km/h,50m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,none
127454,rainy,day,dry,60km/h,50m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,normal car
127503,rainy,day,dry,60km/h,50m,emergency vehicle,20m,none,normal car,approaching,10m,30km/h,none
127655,rainy,day,dry,60km/h,100m,normal car,20m,urgent (to hospital),truck,approaching,10m,50km/h,emergency vehicle
127726,rainy,day,dry,60km/h,100m,normal car,20m,hurry (commute or flight),truck,approaching,10m,80km/h,normal car
128010,rainy,day,dry,60km/h,100m,truck,20m,none,emergency vehicle,approaching,100m,30km/h,none
128056,rainy,day,dry,60km/h,100m,truck,20m,none,truck,approaching,50m,80km/h,emergency vehicle
128419,rainy,day,dry,60km/h,150m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,none
128449,rainy,day,dry,60km/h,150m,normal car,20m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
128619,rainy,day,dry,60km/h,150m,truck,20m,urgent (to hospital),truck,approaching,10m,30km/h,normal car
128986,rainy,day,dry,60km/h,150m,emergency vehicle,20m,none,emergency vehicle,approaching,10m,80km/h,none
129011,rainy,day,dry,60km/h,150m,emergency vehicle,20m,none,truck,approaching,50m,50km/h,none
129104,rainy,day,dry,100km/h,100m,normal car,20m,urgent (to hospital),truck,approaching,10m,50km/h,normal car
129196,rainy,day,dry,100km/h,100m,normal car,20m,none,normal car,approaching,100m,80km/h,none
129541,rainy,day,dry,100km/h,100m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,50m,80km/h,emergency vehicle
129727,rainy,day,dry,100km/h,100m,emergency vehicle,20m,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
129761,rainy,day,dry,100km/h,100m,emergency vehicle,20m,none,truck,approaching,10m,50km/h,emergency vehicle
129954,rainy,day,dry,100km/h,150m,normal car,20m,none,emergency vehicle,approaching,100m,30km/h,none
129996,rainy,day,dry,100km/h,150m,normal car,20m,none,truck,approaching,10m,30km/h,normal car
130213,rainy,day,dry,100km/h,150m,truck,20m,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
130369,rainy,day,dry,100km/h,150m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,normal car
130507,rainy,day,dry,100km/h,200m,normal car,20m,urgent (to hospital),normal car,approaching,10m,80km/h,normal car
130601,rainy,day,dry,100km/h,200m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
131080,rainy,day,dry,100km/h,200m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,50m,80km/h,emergency vehicle
131176,rainy,day,dry,100km/h,200m,emergency vehicle,20m,none,emergency vehicle,approaching,100m,80km/h,normal car
131247,rainy,day,wet,35km/h,10m,normal car,free,urgent (to hospital),normal car,approaching,10m,30km/h,emergency vehicle
131287,rainy,day,wet,35km/h,10m,normal car,free,urgent (to hospital),truck,approaching,50m,80km/h,normal car
131443,rainy,day,wet,35km/h,10m,normal car,free,none,truck,approaching,10m,80km/h,none
131527,rainy,day,wet,35km/h,10m,truck,free,urgent (to hospital),truck,approaching,100m,80km/h,normal car
131724,rainy,day,wet,35km/h,10m,emergency vehicle,free,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
131789,rainy,day,wet,35km/h,10m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,100m,50km/h,none
132060,rainy,day,wet,35km/h,50m,normal car,free,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
132241,rainy,day,wet,35km/h,50m,truck,free,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,emergency vehicle
132338,rainy,day,wet,35km/h,50m,truck,free,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
132350,rainy,day,wet,35km/h,50m,truck,free,hurry (commute or flight),truck,approaching,50m,50km/h,emergency vehicle
132537,rainy,day,wet,35km/h,50m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
132554,rainy,day,wet,35km/h,50m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
132616,rainy,day,wet,35km/h,50m,emergency vehicle,free,none,normal car,approaching,100m,80km/h,emergency vehicle
133094,rainy,day,wet,35km/h,100m,truck,free,none,normal car,approaching,100m,50km/h,normal car
133494,rainy,day,wet,60km/h,50m,normal car,free,hurry (commute or flight),normal car,approaching,50m,30km/h,none
133695,rainy,day,wet,60km/h,50m,truck,free,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,normal car
133900,rainy,day,wet,60km/h,50m,emergency vehicle,free,urgent (to hospital),normal car,approaching,10m,80km/h,none
134074,rainy,day,wet,60km/h,50m,emergency vehicle,free,none,normal car,approaching,100m,80km/h,emergency vehicle
134156,rainy,day,wet,60km/h,100m,normal car,free,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
134161,rainy,day,wet,60km/h,100m,normal car,free,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
134180,rainy,day,wet,60km/h,100m,normal car,free,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,normal car
134300,rainy,day,wet,60km/h,100m,normal car,free,none,normal car,approaching,100m,50km/h,none
134457,rainy,day,wet,60km/h,100m,truck,free,urgent (to hospital),truck,approaching,50m,30km/h,emergency vehicle
134549,rainy,day,wet,60km/h,100m,truck,free,none,normal car,approaching,10m,50km/h,none
134657,rainy,day,wet,60km/h,100m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,none
134720,rainy,day,wet,60km/h,100m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,10m,50km/h,normal car
134740,rainy,day,wet,60km/h,100m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,normal car
134768,rainy,day,wet,60km/h,100m,emergency vehicle,free,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
135094,rainy,day,wet,60km/h,150m,normal car,free,none,truck,approaching,50m,80km/h,normal car
