id,Météo,Moment de la journée,État de la route,Vitesse du véhicule en insertion,Distance du véhicule en insertion,Type de véhicule en insertion,Espace devant sur la voie principale,Besoin du passager,Rôle du véhicule ego,État du véhicule ego,Distance du véhicule ego,Vitesse du véhicule ego,Véhicule suiveur
154562,pluvieux,jour,mouillé,60 km/h,150 m,voiture,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,voiture
154705,pluvieux,jour,mouillé,60 km/h,150 m,voiture,20 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,véhicule prioritaire
154739,pluvieux,jour,mouillé,60 km/h,150 m,voiture,20 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,aucun
154972,pluvieux,jour,mouillé,60 km/h,150 m,camion,20 m,aucune,voiture,en approche,100 m,80 km/h,véhicule prioritaire
154989,pluvieux,jour,mouillé,60 km/h,150 m,camion,20 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,aucun
155189,pluvieux,jour,mouillé,60 km/h,150 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,véhicule prioritaire
155252,pluvieux,jour,mouillé,60 km/h,150 m,véhicule prioritaire,20 m,aucune,camion,en approche,100 m,50 km/h,aucun
155283,pluvieux,jour,mouillé,100 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,aucun
155373,pluvieux,jour,mouillé,100 km/h,100 m,voiture,20 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,voiture
155437,pluvieux,jour,mouillé,100 km/h,100 m,voiture,20 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,véhicule prioritaire
155785,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,véhicule prioritaire
155810,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
155816,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
155924,pluvieux,jour,mouillé,100 km/h,100 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,véhicule prioritaire
156127,pluvieux,jour,mouillé,100 km/h,150 m,voiture,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,voiture
156843,pluvieux,jour,mouillé,100 km/h,200 m,voiture,20 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,véhicule prioritaire
156945,pluvieux,jour,mouillé,100 km/h,200 m,voiture,20 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
157097,pluvieux,jour,mouillé,100 km/h,200 m,camion,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,voiture
157318,pluvieux,jour,mouillé,100 km/h,200 m,véhicule prioritaire,20 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,voiture
157751,pluvieux,nuit,sec,35 km/h,10 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,voiture
157847,pluvieux,nuit,sec,35 km/h,10 m,camion,libre,pressé (travail ou vol),camion,en approche,50 m,50 km/h,aucun
157850,pluvieux,nuit,sec,35 km/h,10 m,camion,libre,pressé (travail ou vol),camion,en approche,10 m,50 km/h,aucun
157949,pluvieux,nuit,sec,35 km/h,10 m,camion,libre,aucune,camion,en approche,10 m,50 km/h,véhicule prioritaire
158162,pluvieux,nuit,sec,35 km/h,10 m,véhicule prioritaire,libre,aucune,véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
158220,pluvieux,nuit,sec,35 km/h,50 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,véhicule prioritaire
158496,pluvieux,nuit,sec,35 km/h,50 m,camion,libre,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,aucun
158524,pluvieux,nuit,sec,35 km/h,50 m,camion,libre,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,aucun
158539,pluvieux,nuit,sec,35 km/h,50 m,camion,libre,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,véhicule prioritaire
158686,pluvieux,nuit,sec,35 km/h,50 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,aucun
158813,pluvieux,nuit,sec,35 km/h,50 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
158867,pluvieux,nuit,sec,35 km/h,50 m,véhicule prioritaire,libre,aucune,voiture,en approche,10 m,50 km/h,véhicule prioritaire
159052,pluvieux,nuit,sec,35 km/h,100 m,voiture,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
159178,pluvieux,nuit,sec,35 km/h,100 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,voiture
159519,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,aucun
159582,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,libre,aucune,voiture,en approche,100 m,30 km/h,voiture
159660,pluvieux,nuit,sec,60 km/h,50 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,aucun
159848,pluvieux,nuit,sec,60 km/h,50 m,voiture,libre,aucune,véhicule prioritaire,en approche,10 m,50 km/h,aucun
159897,pluvieux,nuit,sec,60 km/h,50 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,aucun
160012,pluvieux,nuit,sec,60 km/h,50 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,voiture
160017,pluvieux,nuit,sec,60 km/h,50 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,voiture
160085,pluvieux,nuit,sec,60 km/h,50 m,camion,libre,aucune,véhicule prioritaire,en approche,100 m,50 km/h,aucun
160179,pluvieux,nuit,sec,60 km/h,50 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,30 km/h,voiture
160362,pluvieux,nuit,sec,60 km/h,50 m,véhicule prioritaire,libre,aucune,camion,en approche,10 m,30 km/h,aucun
160376,pluvieux,nuit,sec,60 km/h,50 m,véhicule prioritaire,libre,aucune,camion,en approche,50 m,50 km/h,véhicule prioritaire
160378,pluvieux,nuit,sec,60 km/h,50 m,véhicule prioritaire,libre,aucune,camion,en approche,10 m,80 km/h,véhicule prioritaire
160514,pluvieux,nuit,sec,60 km/h,100 m,voiture,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
160612,pluvieux,nuit,sec,60 km/h,100 m,voiture,libre,aucune,camion,en approche,10 m,80 km/h,voiture
160690,pluvieux,nuit,sec,60 km/h,100 m,camion,libre,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,voiture
160824,pluvieux,nuit,sec,60 km/h,100 m,camion,libre,aucune,véhicule prioritaire,en approche,100 m,30 km/h,voiture
160915,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
160927,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),camion,en approche,10 m,80 km/h,aucun
160985,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,voiture
161037,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,libre,aucune,voiture,en approche,10 m,30 km/h,aucun
161200,pluvieux,nuit,sec,60 km/h,150 m,voiture,libre,pressé (travail ou vol),voiture,en approche,100 m,80 km/h,voiture
161400,pluvieux,nuit,sec,60 km/h,150 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
161518,pluvieux,nuit,sec,60 km/h,150 m,camion,libre,aucune,voiture,en approche,50 m,80 km/h,aucun
161557,pluvieux,nuit,sec,60 km/h,150 m,camion,libre,aucune,véhicule prioritaire,en approche,10 m,80 km/h,voiture
161935,pluvieux,nuit,sec,100 km/h,100 m,voiture,libre,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,voiture
162111,pluvieux,nuit,sec,100 km/h,100 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,aucun
162157,pluvieux,nuit,sec,100 km/h,100 m,camion,libre,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,véhicule prioritaire
162251,pluvieux,nuit,sec,100 km/h,100 m,camion,libre,aucune,voiture,en approche,10 m,50 km/h,aucun
162420,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,voiture
162486,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),camion,en approche,10 m,30 km/h,véhicule prioritaire
162502,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,libre,aucune,voiture,en approche,10 m,80 km/h,voiture
162517,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,libre,aucune,véhicule prioritaire,en approche,50 m,80 km/h,aucun
162734,pluvieux,nuit,sec,100 km/h,150 m,voiture,libre,aucune,voiture,en approche,50 m,50 km/h,aucun
162876,pluvieux,nuit,sec,100 km/h,150 m,camion,libre,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,voiture
163127,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,libre,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,véhicule prioritaire
163160,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,10 m,50 km/h,véhicule prioritaire
163182,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
163236,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,libre,aucune,voiture,en approche,100 m,30 km/h,véhicule prioritaire
163693,pluvieux,nuit,sec,100 km/h,200 m,camion,libre,pressé (travail ou vol),camion,en approche,100 m,80 km/h,véhicule prioritaire
163775,pluvieux,nuit,sec,100 km/h,200 m,camion,libre,aucune,camion,en approche,100 m,50 km/h,véhicule prioritaire
163915,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
164520,pluvieux,nuit,sec,35 km/h,10 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,aucun
164901,pluvieux,nuit,sec,35 km/h,50 m,voiture,100 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,voiture
165001,pluvieux,nuit,sec,35 km/h,50 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,aucun
165456,pluvieux,nuit,sec,35 km/h,50 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
165629,pluvieux,nuit,sec,35 km/h,100 m,voiture,100 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
165714,pluvieux,nuit,sec,35 km/h,100 m,voiture,100 m,aucune,camion,en approche,50 m,30 km/h,voiture
166096,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
166385,pluvieux,nuit,sec,60 km/h,50 m,voiture,100 m,aucune,voiture,en approche,100 m,50 km/h,voiture
166503,pluvieux,nuit,sec,60 km/h,50 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
166654,pluvieux,nuit,sec,60 km/h,50 m,camion,100 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,voiture
166661,pluvieux,nuit,sec,60 km/h,50 m,camion,100 m,aucune,véhicule prioritaire,en approche,10 m,50 km/h,voiture
166940,pluvieux,nuit,sec,60 km/h,50 m,véhicule prioritaire,100 m,aucune,camion,en approche,10 m,50 km/h,véhicule prioritaire
167270,pluvieux,nuit,sec,60 km/h,100 m,camion,100 m,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,aucun
167315,pluvieux,nuit,sec,60 km/h,100 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
167373,pluvieux,nuit,sec,60 km/h,100 m,camion,100 m,aucune,voiture,en approche,10 m,30 km/h,véhicule prioritaire
167573,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
167589,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,30 km/h,véhicule prioritaire
167724,pluvieux,nuit,sec,60 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
167910,pluvieux,nuit,sec,60 km/h,150 m,voiture,100 m,aucune,camion,en approche,50 m,30 km/h,véhicule prioritaire
167939,pluvieux,nuit,sec,60 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,véhicule prioritaire
168385,pluvieux,nuit,sec,60 km/h,150 m,véhicule prioritaire,100 m,aucune,camion,en approche,50 m,80 km/h,voiture
168507,pluvieux,nuit,sec,100 km/h,100 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,véhicule prioritaire
168929,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,voiture
168936,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,30 km/h,véhicule prioritaire
168978,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,voiture
169136,pluvieux,nuit,sec,100 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,aucun
169191,pluvieux,nuit,sec,100 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
169396,pluvieux,nuit,sec,100 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
169403,pluvieux,nuit,sec,100 km/h,150 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,aucun
169498,pluvieux,nuit,sec,100 km/h,150 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
169610,pluvieux,nuit,sec,100 km/h,150 m,camion,100 m,aucune,camion,en approche,50 m,50 km/h,véhicule prioritaire
169689,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,véhicule prioritaire
169724,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,aucun
169761,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,voiture
170030,pluvieux,nuit,sec,100 km/h,200 m,voiture,100 m,aucune,voiture,en approche,100 m,50 km/h,voiture
170047,pluvieux,nuit,sec,100 km/h,200 m,voiture,100 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,aucun
170292,pluvieux,nuit,sec,100 km/h,200 m,camion,100 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,aucun
170397,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
170713,pluvieux,nuit,sec,35 km/h,10 m,voiture,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
170736,pluvieux,nuit,sec,35 km/h,10 m,voiture,50 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,voiture
171095,pluvieux,nuit,sec,35 km/h,10 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,véhicule prioritaire
171143,pluvieux,nuit,sec,35 km/h,10 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,voiture
171420,pluvieux,nuit,sec,35 km/h,50 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,véhicule prioritaire
171536,pluvieux,nuit,sec,35 km/h,50 m,voiture,50 m,aucune,camion,en approche,50 m,50 km/h,aucun
171622,pluvieux,nuit,sec,35 km/h,50 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,voiture
171704,pluvieux,nuit,sec,35 km/h,50 m,camion,50 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
171908,pluvieux,nuit,sec,35 km/h,50 m,véhicule prioritaire,50 m,pressé (travail ou vol),voiture,en approche,10 m,50 km/h,véhicule prioritaire
172095,pluvieux,nuit,sec,35 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,30 km/h,véhicule prioritaire
172403,pluvieux,nuit,sec,35 km/h,100 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,aucun
172449,pluvieux,nuit,sec,35 km/h,100 m,camion,50 m,pressé (travail ou vol),camion,en approche,10 m,30 km/h,véhicule prioritaire
172793,pluvieux,nuit,sec,60 km/h,50 m,voiture,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,véhicule prioritaire
172836,pluvieux,nuit,sec,60 km/h,50 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
172875,pluvieux,nuit,sec,60 km/h,50 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,véhicule prioritaire
173028,pluvieux,nuit,sec,60 km/h,50 m,camion,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
173047,pluvieux,nuit,sec,60 km/h,50 m,camion,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,aucun
173686,pluvieux,nuit,sec,60 km/h,100 m,voiture,50 m,aucune,voiture,en approche,50 m,80 km/h,véhicule prioritaire
173888,pluvieux,nuit,sec,60 km/h,100 m,camion,50 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,aucun
173939,pluvieux,nuit,sec,60 km/h,100 m,camion,50 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
173987,pluvieux,nuit,sec,60 km/h,100 m,camion,50 m,aucune,camion,en approche,10 m,50 km/h,véhicule prioritaire
174085,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,voiture
174600,pluvieux,nuit,sec,60 km/h,150 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,30 km/h,voiture
174617,pluvieux,nuit,sec,60 km/h,150 m,camion,50 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,aucun
174917,pluvieux,nuit,sec,60 km/h,150 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,voiture
175531,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,aucun
175569,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,voiture
175685,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,50 m,aucune,camion,en approche,50 m,50 km/h,véhicule prioritaire
175701,pluvieux,nuit,sec,100 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
175743,pluvieux,nuit,sec,100 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
175772,pluvieux,nuit,sec,100 km/h,150 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,aucun
175925,pluvieux,nuit,sec,100 km/h,150 m,voiture,50 m,aucune,camion,en approche,100 m,50 km/h,véhicule prioritaire
176001,pluvieux,nuit,sec,100 km/h,150 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,voiture
176391,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
176392,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,50 m,aucune,camion,en approche,100 m,80 km/h,aucun
176566,pluvieux,nuit,sec,100 km/h,200 m,voiture,50 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,voiture
176730,pluvieux,nuit,sec,100 km/h,200 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,voiture
176743,pluvieux,nuit,sec,100 km/h,200 m,camion,50 m,pressé (travail ou vol),voiture,en approche,100 m,80 km/h,aucun
176898,pluvieux,nuit,sec,100 km/h,200 m,camion,50 m,aucune,camion,en approche,100 m,30 km/h,véhicule prioritaire
176901,pluvieux,nuit,sec,100 km/h,200 m,camion,50 m,aucune,camion,en approche,50 m,30 km/h,véhicule prioritaire
176961,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,aucun
177015,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,aucun
177109,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,voiture
177225,pluvieux,nuit,sec,35 km/h,10 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,véhicule prioritaire
177419,pluvieux,nuit,sec,35 km/h,10 m,camion,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,aucun
177517,pluvieux,nuit,sec,35 km/h,10 m,camion,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
177666,pluvieux,nuit,sec,35 km/h,10 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,30 km/h,aucun
177807,pluvieux,nuit,sec,35 km/h,10 m,véhicule prioritaire,20 m,aucune,voiture,en approche,100 m,30 km/h,voiture
178029,pluvieux,nuit,sec,35 km/h,50 m,voiture,20 m,pressé (travail ou vol),camion,en approche,10 m,30 km/h,voiture
178393,pluvieux,nuit,sec,35 km/h,50 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,aucun
178677,pluvieux,nuit,sec,35 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,voiture
178870,pluvieux,nuit,sec,35 km/h,100 m,camion,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,véhicule prioritaire
179092,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,aucun
179231,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,50 m,50 km/h,aucun
179233,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,aucun
179236,pluvieux,nuit,sec,35 km/h,100 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
179387,pluvieux,nuit,sec,60 km/h,50 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
179736,pluvieux,nuit,sec,60 km/h,50 m,camion,20 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,véhicule prioritaire
179747,pluvieux,nuit,sec,60 km/h,50 m,camion,20 m,aucune,voiture,en approche,10 m,50 km/h,aucun
179893,pluvieux,nuit,sec,60 km/h,50 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,véhicule prioritaire
180108,pluvieux,nuit,sec,60 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,voiture
180208,pluvieux,nuit,sec,60 km/h,100 m,voiture,20 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
180305,pluvieux,nuit,sec,60 km/h,100 m,voiture,20 m,aucune,camion,en approche,10 m,50 km/h,véhicule prioritaire
180464,pluvieux,nuit,sec,60 km/h,100 m,camion,20 m,pressé (travail ou vol),camion,en approche,50 m,50 km/h,véhicule prioritaire
180695,pluvieux,nuit,sec,60 km/h,100 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
180855,pluvieux,nuit,sec,60 km/h,150 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
180860,pluvieux,nuit,sec,60 km/h,150 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,voiture
180875,pluvieux,nuit,sec,60 km/h,150 m,voiture,20 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,aucun
180901,pluvieux,nuit,sec,60 km/h,150 m,voiture,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,aucun
181014,pluvieux,nuit,sec,60 km/h,150 m,voiture,20 m,aucune,camion,en approche,50 m,30 km/h,aucun
181257,pluvieux,nuit,sec,60 km/h,150 m,camion,20 m,aucune,camion,en approche,50 m,30 km/h,aucun
181570,pluvieux,nuit,sec,100 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
181618,pluvieux,nuit,sec,100 km/h,100 m,voiture,20 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,voiture
181667,pluvieux,nuit,sec,100 km/h,100 m,voiture,20 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
181849,pluvieux,nuit,sec,100 km/h,100 m,camion,20 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,aucun
181852,pluvieux,nuit,sec,100 km/h,100 m,camion,20 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,aucun
181868,pluvieux,nuit,sec,100 km/h,100 m,camion,20 m,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,véhicule prioritaire
182041,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,aucun
182099,pluvieux,nuit,sec,100 km/h,100 m,véhicule prioritaire,20 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,voiture
182717,pluvieux,nuit,sec,100 km/h,150 m,camion,20 m,aucune,camion,en approche,10 m,50 km/h,aucun
182801,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,voiture
182912,pluvieux,nuit,sec,100 km/h,150 m,véhicule prioritaire,20 m,aucune,voiture,en approche,50 m,50 km/h,voiture
183142,pluvieux,nuit,sec,100 km/h,200 m,voiture,20 m,aucune,voiture,en approche,100 m,80 km/h,aucun
