id,天气,时间,路况,并车车速,并车与本车距,并车车辆类型,主车道前方空隙,乘客需求,本车角色,本车状态,本车距合流点距离,本车速度,后车类型
154562,雨天,白天,湿滑,60公里/小时,150米,普通轿车,20米,紧急（送医）,普通轿车,接近中,50米,50公里/小时,普通轿车
154705,雨天,白天,湿滑,60公里/小时,150米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,应急车辆
154739,雨天,白天,湿滑,60公里/小时,150米,普通轿车,20米,无特殊需求,应急车辆,接近中,100米,50公里/小时,无
154972,雨天,白天,湿滑,60公里/小时,150米,卡车,20米,无特殊需求,普通轿车,接近中,100米,80公里/小时,应急车辆
154989,雨天,白天,湿滑,60公里/小时,150米,卡车,20米,无特殊需求,应急车辆,接近中,10米,30公里/小时,无
155189,雨天,白天,湿滑,60公里/小时,150米,应急车辆,20米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,应急车辆
155252,雨天,白天,湿滑,60公里/小时,150米,应急车辆,20米,无特殊需求,卡车,接近中,100米,50公里/小时,无
155283,雨天,白天,湿滑,100公里/小时,100米,普通轿车,20米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,无
155373,雨天,白天,湿滑,100公里/小时,100米,普通轿车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,普通轿车
155437,雨天,白天,湿滑,100公里/小时,100米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,应急车辆
155785,雨天,白天,湿滑,100公里/小时,100米,应急车辆,20米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,应急车辆
155810,雨天,白天,湿滑,100公里/小时,100米,应急车辆,20米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,应急车辆
155816,雨天,白天,湿滑,100公里/小时,100米,应急车辆,20米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,应急车辆
155924,雨天,白天,湿滑,100公里/小时,100米,应急车辆,20米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,应急车辆
156127,雨天,白天,湿滑,100公里/小时,150米,普通轿车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,普通轿车
156843,雨天,白天,湿滑,100公里/小时,200米,普通轿车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
156945,雨天,白天,湿滑,100公里/小时,200米,普通轿车,20米,无特殊需求,应急车辆,接近中,100米,30公里/小时,应急车辆
157097,雨天,白天,湿滑,100公里/小时,200米,卡车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,普通轿车
157318,雨天,白天,湿滑,100公里/小时,200米,应急车辆,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,普通轿车
157751,雨天,夜晚,干燥,35公里/小时,10米,卡车,畅通,紧急（送医）,应急车辆,接近中,10米,50公里/小时,普通轿车
157847,雨天,夜晚,干燥,35公里/小时,10米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,无
157850,雨天,夜晚,干燥,35公里/小时,10米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,无
157949,雨天,夜晚,干燥,35公里/小时,10米,卡车,畅通,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
158162,雨天,夜晚,干燥,35公里/小时,10米,应急车辆,畅通,无特殊需求,应急车辆,接近中,50米,50公里/小时,应急车辆
158220,雨天,夜晚,干燥,35公里/小时,50米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,30公里/小时,应急车辆
158496,雨天,夜晚,干燥,35公里/小时,50米,卡车,畅通,紧急（送医）,卡车,接近中,50米,30公里/小时,无
158524,雨天,夜晚,干燥,35公里/小时,50米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,无
158539,雨天,夜晚,干燥,35公里/小时,50米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,应急车辆
158686,雨天,夜晚,干燥,35公里/小时,50米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
158813,雨天,夜晚,干燥,35公里/小时,50米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,应急车辆
158867,雨天,夜晚,干燥,35公里/小时,50米,应急车辆,畅通,无特殊需求,普通轿车,接近中,10米,50公里/小时,应急车辆
159052,雨天,夜晚,干燥,35公里/小时,100米,普通轿车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,应急车辆
159178,雨天,夜晚,干燥,35公里/小时,100米,卡车,畅通,紧急（送医）,普通轿车,接近中,50米,80公里/小时,普通轿车
159519,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,无
159582,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,畅通,无特殊需求,普通轿车,接近中,100米,30公里/小时,普通轿车
159660,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,30公里/小时,无
159848,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,畅通,无特殊需求,应急车辆,接近中,10米,50公里/小时,无
159897,雨天,夜晚,干燥,60公里/小时,50米,卡车,畅通,紧急（送医）,普通轿车,接近中,100米,30公里/小时,无
160012,雨天,夜晚,干燥,60公里/小时,50米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,普通轿车
160017,雨天,夜晚,干燥,60公里/小时,50米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,普通轿车
160085,雨天,夜晚,干燥,60公里/小时,50米,卡车,畅通,无特殊需求,应急车辆,接近中,100米,50公里/小时,无
160179,雨天,夜晚,干燥,60公里/小时,50米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,50米,30公里/小时,普通轿车
160362,雨天,夜晚,干燥,60公里/小时,50米,应急车辆,畅通,无特殊需求,卡车,接近中,10米,30公里/小时,无
160376,雨天,夜晚,干燥,60公里/小时,50米,应急车辆,畅通,无特殊需求,卡车,接近中,50米,50公里/小时,应急车辆
160378,雨天,夜晚,干燥,60公里/小时,50米,应急车辆,畅通,无特殊需求,卡车,接近中,10米,80公里/小时,应急车辆
160514,雨天,夜晚,干燥,60公里/小时,100米,普通轿车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,应急车辆
160612,雨天,夜晚,干燥,60公里/小时,100米,普通轿车,畅通,无特殊需求,卡车,接近中,10米,80公里/小时,普通轿车
160690,雨天,夜晚,干燥,60公里/小时,100米,卡车,畅通,紧急（送医）,卡车,接近中,50米,80公里/小时,普通轿车
160824,雨天,夜晚,干燥,60公里/小时,100米,卡车,畅通,无特殊需求,应急车辆,接近中,100米,30公里/小时,普通轿车
160915,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,50米,80公里/小时,应急车辆
160927,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,畅通,紧急（送医）,卡车,接近中,10米,80公里/小时,无
160985,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,普通轿车
161037,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,畅通,无特殊需求,普通轿车,接近中,10米,30公里/小时,无
161200,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,80公里/小时,普通轿车
161400,雨天,夜晚,干燥,60公里/小时,150米,卡车,畅通,紧急（送医）,应急车辆,接近中,100米,30公里/小时,应急车辆
161518,雨天,夜晚,干燥,60公里/小时,150米,卡车,畅通,无特殊需求,普通轿车,接近中,50米,80公里/小时,无
161557,雨天,夜晚,干燥,60公里/小时,150米,卡车,畅通,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
161935,雨天,夜晚,干燥,100公里/小时,100米,普通轿车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,普通轿车
162111,雨天,夜晚,干燥,100公里/小时,100米,卡车,畅通,紧急（送医）,应急车辆,接近中,100米,30公里/小时,无
162157,雨天,夜晚,干燥,100公里/小时,100米,卡车,畅通,紧急（送医）,卡车,接近中,50米,80公里/小时,应急车辆
162251,雨天,夜晚,干燥,100公里/小时,100米,卡车,畅通,无特殊需求,普通轿车,接近中,10米,50公里/小时,无
162420,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,普通轿车
162486,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,应急车辆
162502,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,畅通,无特殊需求,普通轿车,接近中,10米,80公里/小时,普通轿车
162517,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,畅通,无特殊需求,应急车辆,接近中,50米,80公里/小时,无
162734,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,畅通,无特殊需求,普通轿车,接近中,50米,50公里/小时,无
162876,雨天,夜晚,干燥,100公里/小时,150米,卡车,畅通,紧急（送医）,卡车,接近中,100米,30公里/小时,普通轿车
163127,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,畅通,紧急（送医）,卡车,接近中,100米,50公里/小时,应急车辆
163160,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,50公里/小时,应急车辆
163182,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,应急车辆
163236,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,畅通,无特殊需求,普通轿车,接近中,100米,30公里/小时,应急车辆
163693,雨天,夜晚,干燥,100公里/小时,200米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,应急车辆
163775,雨天,夜晚,干燥,100公里/小时,200米,卡车,畅通,无特殊需求,卡车,接近中,100米,50公里/小时,应急车辆
163915,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,应急车辆
164520,雨天,夜晚,干燥,35公里/小时,10米,应急车辆,100米,紧急（送医）,普通轿车,接近中,10米,30公里/小时,无
164901,雨天,夜晚,干燥,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,普通轿车
165001,雨天,夜晚,干燥,35公里/小时,50米,卡车,100米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,无
165456,雨天,夜晚,干燥,35公里/小时,50米,应急车辆,100米,无特殊需求,应急车辆,接近中,10米,30公里/小时,应急车辆
165629,雨天,夜晚,干燥,35公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
165714,雨天,夜晚,干燥,35公里/小时,100米,普通轿车,100米,无特殊需求,卡车,接近中,50米,30公里/小时,普通轿车
166096,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,应急车辆
166385,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,100米,无特殊需求,普通轿车,接近中,100米,50公里/小时,普通轿车
166503,雨天,夜晚,干燥,60公里/小时,50米,卡车,100米,紧急（送医）,应急车辆,接近中,100米,30公里/小时,应急车辆
166654,雨天,夜晚,干燥,60公里/小时,50米,卡车,100米,无特殊需求,应急车辆,接近中,100米,80公里/小时,普通轿车
166661,雨天,夜晚,干燥,60公里/小时,50米,卡车,100米,无特殊需求,应急车辆,接近中,10米,50公里/小时,普通轿车
166940,雨天,夜晚,干燥,60公里/小时,50米,应急车辆,100米,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
167270,雨天,夜晚,干燥,60公里/小时,100米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,无
167315,雨天,夜晚,干燥,60公里/小时,100米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,应急车辆
167373,雨天,夜晚,干燥,60公里/小时,100米,卡车,100米,无特殊需求,普通轿车,接近中,10米,30公里/小时,应急车辆
167573,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
167589,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,应急车辆
167724,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,应急车辆
167910,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,100米,无特殊需求,卡车,接近中,50米,30公里/小时,应急车辆
167939,雨天,夜晚,干燥,60公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,应急车辆
168385,雨天,夜晚,干燥,60公里/小时,150米,应急车辆,100米,无特殊需求,卡车,接近中,50米,80公里/小时,普通轿车
168507,雨天,夜晚,干燥,100公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
168929,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,普通轿车
168936,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,50米,30公里/小时,应急车辆
168978,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,普通轿车
169136,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,100米,紧急（送医）,普通轿车,接近中,10米,50公里/小时,无
169191,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,100米,紧急（送医）,卡车,接近中,10米,30公里/小时,无
169396,雨天,夜晚,干燥,100公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
169403,雨天,夜晚,干燥,100公里/小时,150米,卡车,100米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,无
169498,雨天,夜晚,干燥,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,应急车辆
169610,雨天,夜晚,干燥,100公里/小时,150米,卡车,100米,无特殊需求,卡车,接近中,50米,50公里/小时,应急车辆
169689,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,100米,紧急（送医）,卡车,接近中,100米,30公里/小时,应急车辆
169724,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,无
169761,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,普通轿车
170030,雨天,夜晚,干燥,100公里/小时,200米,普通轿车,100米,无特殊需求,普通轿车,接近中,100米,50公里/小时,普通轿车
170047,雨天,夜晚,干燥,100公里/小时,200米,普通轿车,100米,无特殊需求,应急车辆,接近中,100米,80公里/小时,无
170292,雨天,夜晚,干燥,100公里/小时,200米,卡车,100米,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
170397,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,应急车辆
170713,雨天,夜晚,干燥,35公里/小时,10米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,应急车辆
170736,雨天,夜晚,干燥,35公里/小时,10米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,普通轿车
171095,雨天,夜晚,干燥,35公里/小时,10米,应急车辆,50米,紧急（送医）,普通轿车,接近中,50米,50公里/小时,应急车辆
171143,雨天,夜晚,干燥,35公里/小时,10米,应急车辆,50米,紧急（送医）,卡车,接近中,10米,50公里/小时,普通轿车
171420,雨天,夜晚,干燥,35公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,应急车辆
171536,雨天,夜晚,干燥,35公里/小时,50米,普通轿车,50米,无特殊需求,卡车,接近中,50米,50公里/小时,无
171622,雨天,夜晚,干燥,35公里/小时,50米,卡车,50米,紧急（送医）,卡车,接近中,100米,80公里/小时,普通轿车
171704,雨天,夜晚,干燥,35公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
171908,雨天,夜晚,干燥,35公里/小时,50米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,50公里/小时,应急车辆
172095,雨天,夜晚,干燥,35公里/小时,100米,普通轿车,50米,紧急（送医）,应急车辆,接近中,50米,30公里/小时,应急车辆
172403,雨天,夜晚,干燥,35公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,无
172449,雨天,夜晚,干燥,35公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,应急车辆
172793,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,50米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
172836,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,50米,紧急（送医）,卡车,接近中,10米,30公里/小时,无
172875,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,应急车辆
173028,雨天,夜晚,干燥,60公里/小时,50米,卡车,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
173047,雨天,夜晚,干燥,60公里/小时,50米,卡车,50米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
173686,雨天,夜晚,干燥,60公里/小时,100米,普通轿车,50米,无特殊需求,普通轿车,接近中,50米,80公里/小时,应急车辆
173888,雨天,夜晚,干燥,60公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,无
173939,雨天,夜晚,干燥,60公里/小时,100米,卡车,50米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
173987,雨天,夜晚,干燥,60公里/小时,100米,卡车,50米,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
174085,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,普通轿车
174600,雨天,夜晚,干燥,60公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,普通轿车
174617,雨天,夜晚,干燥,60公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,无
174917,雨天,夜晚,干燥,60公里/小时,150米,应急车辆,50米,无特殊需求,应急车辆,接近中,100米,50公里/小时,普通轿车
175531,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,无
175569,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,普通轿车
175685,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,50米,无特殊需求,卡车,接近中,50米,50公里/小时,应急车辆
175701,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,50米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
175743,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,50米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,应急车辆
175772,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,无
175925,雨天,夜晚,干燥,100公里/小时,150米,普通轿车,50米,无特殊需求,卡车,接近中,100米,50公里/小时,应急车辆
176001,雨天,夜晚,干燥,100公里/小时,150米,卡车,50米,紧急（送医）,卡车,接近中,50米,30公里/小时,普通轿车
176391,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,50米,无特殊需求,应急车辆,接近中,10米,30公里/小时,应急车辆
176392,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,50米,无特殊需求,卡车,接近中,100米,80公里/小时,无
176566,雨天,夜晚,干燥,100公里/小时,200米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,普通轿车
176730,雨天,夜晚,干燥,100公里/小时,200米,卡车,50米,紧急（送医）,卡车,接近中,50米,30公里/小时,普通轿车
176743,雨天,夜晚,干燥,100公里/小时,200米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,80公里/小时,无
176898,雨天,夜晚,干燥,100公里/小时,200米,卡车,50米,无特殊需求,卡车,接近中,100米,30公里/小时,应急车辆
176901,雨天,夜晚,干燥,100公里/小时,200米,卡车,50米,无特殊需求,卡车,接近中,50米,30公里/小时,应急车辆
176961,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,50米,紧急（送医）,卡车,接近中,100米,30公里/小时,无
177015,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,无
177109,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,50米,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
177225,雨天,夜晚,干燥,35公里/小时,10米,普通轿车,20米,紧急（送医）,卡车,接近中,50米,30公里/小时,应急车辆
177419,雨天,夜晚,干燥,35公里/小时,10米,卡车,20米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,无
177517,雨天,夜晚,干燥,35公里/小时,10米,卡车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,应急车辆
177666,雨天,夜晚,干燥,35公里/小时,10米,应急车辆,20米,紧急（送医）,应急车辆,接近中,50米,30公里/小时,无
177807,雨天,夜晚,干燥,35公里/小时,10米,应急车辆,20米,无特殊需求,普通轿车,接近中,100米,30公里/小时,普通轿车
178029,雨天,夜晚,干燥,35公里/小时,50米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,普通轿车
178393,雨天,夜晚,干燥,35公里/小时,50米,应急车辆,20米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
178677,雨天,夜晚,干燥,35公里/小时,100米,普通轿车,20米,紧急（送医）,卡车,接近中,10米,30公里/小时,普通轿车
178870,雨天,夜晚,干燥,35公里/小时,100米,卡车,20米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,应急车辆
179092,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,20米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,无
179231,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,20米,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,无
179233,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,20米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,无
179236,雨天,夜晚,干燥,35公里/小时,100米,应急车辆,20米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
179387,雨天,夜晚,干燥,60公里/小时,50米,普通轿车,20米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,应急车辆
179736,雨天,夜晚,干燥,60公里/小时,50米,卡车,20米,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,应急车辆
179747,雨天,夜晚,干燥,60公里/小时,50米,卡车,20米,无特殊需求,普通轿车,接近中,10米,50公里/小时,无
179893,雨天,夜晚,干燥,60公里/小时,50米,应急车辆,20米,紧急（送医）,卡车,接近中,100米,80公里/小时,应急车辆
180108,雨天,夜晚,干燥,60公里/小时,100米,普通轿车,20米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,普通轿车
180208,雨天,夜晚,干燥,60公里/小时,100米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
180305,雨天,夜晚,干燥,60公里/小时,100米,普通轿车,20米,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
180464,雨天,夜晚,干燥,60公里/小时,100米,卡车,20米,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,应急车辆
180695,雨天,夜晚,干燥,60公里/小时,100米,应急车辆,20米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
180855,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,20米,紧急（送医）,卡车,接近中,10米,30公里/小时,无
180860,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,20米,紧急（送医）,卡车,接近中,50米,50公里/小时,普通轿车
180875,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,无
180901,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,20米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
181014,雨天,夜晚,干燥,60公里/小时,150米,普通轿车,20米,无特殊需求,卡车,接近中,50米,30公里/小时,无
181257,雨天,夜晚,干燥,60公里/小时,150米,卡车,20米,无特殊需求,卡车,接近中,50米,30公里/小时,无
181570,雨天,夜晚,干燥,100公里/小时,100米,普通轿车,20米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,应急车辆
181618,雨天,夜晚,干燥,100公里/小时,100米,普通轿车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,普通轿车
181667,雨天,夜晚,干燥,100公里/小时,100米,普通轿车,20米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
181849,雨天,夜晚,干燥,100公里/小时,100米,卡车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,无
181852,雨天,夜晚,干燥,100公里/小时,100米,卡车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,无
181868,雨天,夜晚,干燥,100公里/小时,100米,卡车,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,应急车辆
182041,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,20米,紧急（送医）,应急车辆,接近中,10米,80公里/小时,无
182099,雨天,夜晚,干燥,100公里/小时,100米,应急车辆,20米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,普通轿车
182717,雨天,夜晚,干燥,100公里/小时,150米,卡车,20米,无特殊需求,卡车,接近中,10米,50公里/小时,无
182801,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,20米,紧急（送医）,卡车,接近中,100米,50公里/小时,普通轿车
182912,雨天,夜晚,干燥,100公里/小时,150米,应急车辆,20米,无特殊需求,普通轿车,接近中,50米,50公里/小时,普通轿车
183142,雨天,夜晚,干燥,100公里/小时,200米,普通轿车,20米,无特殊需求,普通轿车,接近中,100米,80公里/小时,无
183303,雨天,夜晚,干燥,100公里/小时,200米,卡车,20米,紧急（送医）,卡车,接近中,10米,30公里/小时,应急车辆
183520,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,20米,紧急（送医）,卡车,接近中,100米,80公里/小时,无
183628,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,20米,无特殊需求,普通轿车,接近中,100米,80公里/小时,无
183663,雨天,夜晚,干燥,100公里/小时,200米,应急车辆,20米,无特殊需求,应急车辆,接近中,10米,30公里/小时,无
183823,雨天,夜晚,湿滑,35公里/小时,10米,普通轿车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
184143,雨天,夜晚,湿滑,35公里/小时,10米,卡车,畅通,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
